country,date,demand,type
LT,2018-07-01,0.0,power
LU,2018-07-01,0.0,power
LV,2018-07-01,53.0,power
MT,2018-07-01,38.0,power
NL,2018-07-01,784.0,power
PL,2018-07-01,105.0,power
PT,2018-07-01,360.0,power
RO,2018-07-01,0.0,power
SE,2018-07-01,0.0,power
SI,2018-07-01,8.0,power
SK,2018-07-01,0.0,power
AT,2018-08-01,79.0,power
BE,2018-08-01,359.4,power
BG,2018-08-01,37.0,power
CY,2018-08-01,0.0,power
CZ,2018-08-01,63.0,power
DE,2018-08-01,884.0,power
DK,2018-08-01,8.0,power
EE,2018-08-01,9.0,power
ES,2018-08-01,540.0,power
EU27_2020,2018-08-01,6137.4,power
FI,2018-08-01,34.0,power
FR,2018-08-01,240.0,power
GR,2018-08-01,266.0,power
HR,2018-08-01,44.0,power
HU,2018-08-01,129.0,power
IE,2018-08-01,0.0,power
IT,2018-08-01,2069.0,power
LT,2018-08-01,1.0,power
LU,2018-08-01,0.0,power
LV,2018-08-01,65.0,power
MT,2018-08-01,37.0,power
NL,2018-08-01,814.0,power
PL,2018-08-01,116.0,power
PT,2018-08-01,334.0,power
RO,2018-08-01,0.0,power
SE,2018-08-01,0.0,power
SI,2018-08-01,9.0,power
SK,2018-08-01,0.0,power
AT,2018-09-01,107.0,power
BE,2018-09-01,330.5,power
BG,2018-09-01,39.0,power
CY,2018-09-01,0.0,power
CZ,2018-09-01,44.0,power
DE,2018-09-01,705.0,power
DK,2018-09-01,10.0,power
EE,2018-09-01,10.0,power
ES,2018-09-01,445.0,power
EU27_2020,2018-09-01,5782.5,power
FI,2018-09-01,50.0,power
FR,2018-09-01,207.0,power
GR,2018-09-01,285.0,power
HR,2018-09-01,27.0,power
HU,2018-09-01,139.0,power
IE,2018-09-01,0.0,power
IT,2018-09-01,2183.0,power
LT,2018-09-01,5.0,power
LU,2018-09-01,0.0,power
LV,2018-09-01,53.0,power
MT,2018-09-01,35.0,power
NL,2018-09-01,667.0,power
PL,2018-09-01,104.0,power
PT,2018-09-01,328.0,power
RO,2018-09-01,0.0,power
SE,2018-09-01,0.0,power
SI,2018-09-01,9.0,power
SK,2018-09-01,0.0,power
AT,2018-10-01,159.0,power
BE,2018-10-01,535.5,power
BG,2018-10-01,50.0,power
CY,2018-10-01,0.0,power
CZ,2018-10-01,60.0,power
DE,2018-10-01,1004.0,power
DK,2018-10-01,7.0,power
EE,2018-10-01,18.0,power
ES,2018-10-01,501.0,power
EU27_2020,2018-10-01,6593.5,power
FI,2018-10-01,39.0,power
FR,2018-10-01,390.0,power
GR,2018-10-01,308.0,power
HR,2018-10-01,37.0,power
HU,2018-10-01,179.0,power
IE,2018-10-01,0.0,power
IT,2018-10-01,2075.0,power
LT,2018-10-01,17.0,power
LU,2018-10-01,0.0,power
LV,2018-10-01,60.0,power
MT,2018-10-01,32.0,power
NL,2018-10-01,711.0,power
PL,2018-10-01,147.0,power
PT,2018-10-01,252.0,power
RO,2018-10-01,0.0,power
SE,2018-10-01,0.0,power
SI,2018-10-01,12.0,power
SK,2018-10-01,0.0,power
AT,2018-11-01,247.0,power
BE,2018-11-01,580.6,power
BG,2018-11-01,104.0,power
CY,2018-11-01,0.0,power
CZ,2018-11-01,73.0,power
DE,2018-11-01,1434.0,power
DK,2018-11-01,13.0,power
EE,2018-11-01,25.0,power
ES,2018-11-01,631.0,power
EU27_2020,2018-11-01,7968.6,power
FI,2018-11-01,48.0,power
FR,2018-11-01,496.0,power
GR,2018-11-01,265.0,power
HR,2018-11-01,50.0,power
HU,2018-11-01,252.0,power
IE,2018-11-01,0.0,power
IT,2018-11-01,2175.0,power
LT,2018-11-01,24.0,power
LU,2018-11-01,0.0,power
LV,2018-11-01,81.0,power
MT,2018-11-01,32.0,power
NL,2018-11-01,984.0,power
PL,2018-11-01,184.0,power
PT,2018-11-01,257.0,power
RO,2018-11-01,0.0,power
SE,2018-11-01,0.0,power
SI,2018-11-01,13.0,power
SK,2018-11-01,0.0,power
AT,2018-12-01,328.0,power
BE,2018-12-01,429.7,power
BG,2018-12-01,153.0,power
CY,2018-12-01,0.0,power
CZ,2018-12-01,69.0,power
DE,2018-12-01,1433.0,power
DK,2018-12-01,20.0,power
EE,2018-12-01,36.0,power
ES,2018-12-01,564.0,power
EU27_2020,2018-12-01,7691.7,power
FI,2018-12-01,74.0,power
FR,2018-12-01,331.0,power
GR,2018-12-01,333.0,power
HR,2018-12-01,65.0,power
HU,2018-12-01,314.0,power
IE,2018-12-01,0.0,power
IT,2018-12-01,2107.0,power
LT,2018-12-01,31.0,power
LU,2018-12-01,0.0,power
LV,2018-12-01,89.0,power
MT,2018-12-01,29.0,power
NL,2018-12-01,866.0,power
PL,2018-12-01,200.0,power
PT,2018-12-01,206.0,power
RO,2018-12-01,0.0,power
SE,2018-12-01,0.0,power
SI,2018-12-01,14.0,power
SK,2018-12-01,0.0,power
AT,2019-01-01,353.0,power
BE,2019-01-01,532.2,power
BG,2019-01-01,160.0,power
CY,2019-01-01,,power
CZ,2019-01-01,90.0,power
DE,2019-01-01,1806.0,power
DK,2019-01-01,29.0,power
EE,2019-01-01,43.0,power
ES,2019-01-01,613.0,power
EU27_2020,2019-01-01,,power
FI,2019-01-01,99.0,power
FR,2019-01-01,571.0,power
GR,2019-01-01,416.0,power
HR,2019-01-01,84.0,power
HU,2019-01-01,362.0,power
IE,2019-01-01,0.0,power
IT,2019-01-01,2649.0,power
LT,2019-01-01,45.0,power
LU,2019-01-01,0.0,power
LV,2019-01-01,105.0,power
MT,2019-01-01,33.866,power
NL,2019-01-01,1158.039,power
PL,2019-01-01,217.0,power
PT,2019-01-01,259.0,power
RO,2019-01-01,0.0,power
SE,2019-01-01,0.0,power
SI,2019-01-01,20.0,power
SK,2019-01-01,0.0,power
AT,2019-02-01,264.0,power
BE,2019-02-01,376.0,power
BG,2019-02-01,131.0,power
CY,2019-02-01,,power
CZ,2019-02-01,66.0,power
DE,2019-02-01,1357.0,power
DK,2019-02-01,21.0,power
EE,2019-02-01,28.0,power
ES,2019-02-01,485.0,power
EU27_2020,2019-02-01,,power
FI,2019-02-01,79.0,power
FR,2019-02-01,397.0,power
GR,2019-02-01,275.0,power
HR,2019-02-01,50.0,power
HU,2019-02-01,223.0,power
IE,2019-02-01,0.0,power
IT,2019-02-01,1987.0,power
LT,2019-02-01,33.0,power
LU,2019-02-01,0.0,power
LV,2019-02-01,65.0,power
MT,2019-02-01,26.062,power
NL,2019-02-01,1046.604,power
PL,2019-02-01,190.0,power
PT,2019-02-01,193.0,power
RO,2019-02-01,0.0,power
SE,2019-02-01,0.0,power
SI,2019-02-01,15.0,power
SK,2019-02-01,0.0,power
AT,2019-03-01,139.0,power
BE,2019-03-01,300.8,power
BG,2019-03-01,104.0,power
CY,2019-03-01,,power
CZ,2019-03-01,40.0,power
DE,2019-03-01,1083.0,power
DK,2019-03-01,12.0,power
EE,2019-03-01,43.0,power
ES,2019-03-01,434.0,power
EU27_2020,2019-03-01,,power
FI,2019-03-01,62.0,power
FR,2019-03-01,187.0,power
GR,2019-03-01,195.0,power
HR,2019-03-01,34.0,power
HU,2019-03-01,190.0,power
IE,2019-03-01,0.0,power
IT,2019-03-01,2109.0,power
LT,2019-03-01,28.0,power
LU,2019-03-01,0.0,power
LV,2019-03-01,59.0,power
MT,2019-03-01,25.598,power
NL,2019-03-01,1016.715,power
PL,2019-03-01,184.0,power
PT,2019-03-01,166.0,power
RO,2019-03-01,0.0,power
SE,2019-03-01,0.0,power
SI,2019-03-01,15.0,power
SK,2019-03-01,0.0,power
AT,2019-04-01,110.0,power
BE,2019-04-01,311.3,power
BG,2019-04-01,81.0,power
CY,2019-04-01,,power
CZ,2019-04-01,47.0,power
DE,2019-04-01,939.0,power
DK,2019-04-01,6.0,power
EE,2019-04-01,15.0,power
ES,2019-04-01,571.0,power
EU27_2020,2019-04-01,,power
FI,2019-04-01,32.0,power
FR,2019-04-01,252.0,power
GR,2019-04-01,210.0,power
HR,2019-04-01,27.0,power
HU,2019-04-01,160.0,power
IE,2019-04-01,0.0,power
IT,2019-04-01,1913.0,power
LT,2019-04-01,17.0,power
LU,2019-04-01,0.0,power
LV,2019-04-01,35.0,power
MT,2019-04-01,26.48,power
NL,2019-04-01,869.498,power
PL,2019-04-01,165.0,power
PT,2019-04-01,222.0,power
RO,2019-04-01,0.0,power
SE,2019-04-01,0.0,power
SI,2019-04-01,12.0,power
SK,2019-04-01,0.0,power
AT,2019-05-01,26.0,power
BE,2019-05-01,287.2,power
BG,2019-05-01,48.0,power
CY,2019-05-01,,power
CZ,2019-05-01,33.0,power
DE,2019-05-01,900.0,power
DK,2019-05-01,9.0,power
EE,2019-05-01,12.0,power
ES,2019-05-01,765.0,power
EU27_2020,2019-05-01,,power
FI,2019-05-01,19.0,power
FR,2019-05-01,237.0,power
GR,2019-05-01,210.0,power
HR,2019-05-01,17.0,power
HU,2019-05-01,127.0,power
IE,2019-05-01,0.0,power
IT,2019-05-01,1767.0,power
LT,2019-05-01,12.0,power
LU,2019-05-01,0.0,power
LV,2019-05-01,41.0,power
MT,2019-05-01,28.968,power
NL,2019-05-01,1063.628,power
PL,2019-05-01,115.0,power
PT,2019-05-01,290.0,power
RO,2019-05-01,0.0,power
SE,2019-05-01,0.0,power
SI,2019-05-01,10.0,power
SK,2019-05-01,0.0,power
AT,2019-06-01,37.0,power
BE,2019-06-01,339.8,power
BG,2019-06-01,39.0,power
CY,2019-06-01,,power
CZ,2019-06-01,75.0,power
DE,2019-06-01,807.0,power
DK,2019-06-01,15.0,power
EE,2019-06-01,7.0,power
ES,2019-06-01,981.0,power
EU27_2020,2019-06-01,,power
FI,2019-06-01,9.0,power
FR,2019-06-01,225.0,power
GR,2019-06-01,292.0,power
HR,2019-06-01,13.0,power
HU,2019-06-01,134.0,power
IE,2019-06-01,0.0,power
IT,2019-06-01,2000.0,power
LT,2019-06-01,10.0,power
LU,2019-06-01,0.0,power
LV,2019-06-01,54.0,power
MT,2019-06-01,33.454,power
NL,2019-06-01,959.123,power
PL,2019-06-01,78.0,power
PT,2019-06-01,349.0,power
RO,2019-06-01,0.0,power
SE,2019-06-01,0.0,power
SI,2019-06-01,9.0,power
SK,2019-06-01,0.0,power
AT,2019-07-01,93.0,power
BE,2019-07-01,380.2,power
BG,2019-07-01,40.0,power
CY,2019-07-01,,power
CZ,2019-07-01,96.0,power
DE,2019-07-01,1038.0,power
DK,2019-07-01,23.0,power
EE,2019-07-01,7.0,power
ES,2019-07-01,1340.0,power
EU27_2020,2019-07-01,,power
FI,2019-07-01,16.0,power
FR,2019-07-01,388.0,power
GR,2019-07-01,373.0,power
HR,2019-07-01,31.0,power
HU,2019-07-01,169.0,power
IE,2019-07-01,0.0,power
IT,2019-07-01,2596.0,power
LT,2019-07-01,9.0,power
LU,2019-07-01,0.0,power
LV,2019-07-01,47.0,power
MT,2019-07-01,35.541,power
NL,2019-07-01,1100.533,power
PL,2019-07-01,118.0,power
PT,2019-07-01,393.0,power
RO,2019-07-01,0.0,power
SE,2019-07-01,0.0,power
SI,2019-07-01,9.0,power
SK,2019-07-01,0.0,power
AT,2019-08-01,136.0,power
BE,2019-08-01,340.4,power
BG,2019-08-01,37.0,power
CY,2019-08-01,,power
CZ,2019-08-01,93.0,power
DE,2019-08-01,999.0,power
DK,2019-08-01,28.0,power
EE,2019-08-01,7.0,power
ES,2019-08-01,1369.0,power
EU27_2020,2019-08-01,,power
FI,2019-08-01,15.0,power
FR,2019-08-01,261.0,power
GR,2019-08-01,344.0,power
HR,2019-08-01,47.0,power
HU,2019-08-01,172.0,power
IE,2019-08-01,0.0,power
IT,2019-08-01,2343.0,power
LT,2019-08-01,9.0,power
LU,2019-08-01,0.0,power
LV,2019-08-01,76.0,power
MT,2019-08-01,39.686,power
NL,2019-08-01,1122.761,power
PL,2019-08-01,139.0,power
PT,2019-08-01,354.0,power
RO,2019-08-01,0.0,power
SE,2019-08-01,0.0,power
SI,2019-08-01,15.0,power
SK,2019-08-01,0.0,power
AT,2019-09-01,179.0,power
BE,2019-09-01,384.3,power
BG,2019-09-01,39.0,power
CY,2019-09-01,,power
CZ,2019-09-01,101.0,power
DE,2019-09-01,1061.0,power
DK,2019-09-01,11.0,power
EE,2019-09-01,7.0,power
ES,2019-09-01,1020.0,power
EU27_2020,2019-09-01,,power
FI,2019-09-01,30.0,power
FR,2019-09-01,392.0,power
GR,2019-09-01,324.0,power
HR,2019-09-01,45.0,power
HU,2019-09-01,184.0,power
IE,2019-09-01,0.0,power
IT,2019-09-01,2300.0,power
LT,2019-09-01,10.0,power
LU,2019-09-01,0.0,power
LV,2019-09-01,99.0,power
MT,2019-09-01,31.039,power
NL,2019-09-01,1162.144,power
PL,2019-09-01,135.0,power
PT,2019-09-01,341.0,power
RO,2019-09-01,0.0,power
SE,2019-09-01,0.0,power
SI,2019-09-01,10.0,power
SK,2019-09-01,0.0,power
AT,2019-10-01,225.0,power
BE,2019-10-01,488.8,power
BG,2019-10-01,40.0,power
CY,2019-10-01,,power
CZ,2019-10-01,103.0,power
DE,2019-10-01,1383.0,power
DK,2019-10-01,16.0,power
EE,2019-10-01,14.0,power
ES,2019-10-01,1053.0,power
EU27_2020,2019-10-01,,power
FI,2019-10-01,43.0,power
FR,2019-10-01,457.0,power
GR,2019-10-01,307.0,power
HR,2019-10-01,72.0,power
HU,2019-10-01,255.0,power
IE,2019-10-01,0.0,power
IT,2019-10-01,2329.0,power
LT,2019-10-01,18.0,power
LU,2019-10-01,0.0,power
LV,2019-10-01,62.0,power
MT,2019-10-01,31.004,power
NL,2019-10-01,1203.305,power
PL,2019-10-01,170.0,power
PT,2019-10-01,355.0,power
RO,2019-10-01,0.0,power
SE,2019-10-01,0.0,power
SI,2019-10-01,14.0,power
SK,2019-10-01,0.0,power
AT,2019-11-01,244.0,power
BE,2019-11-01,490.2,power
BG,2019-11-01,67.0,power
CY,2019-11-01,,power
CZ,2019-11-01,94.0,power
DE,2019-11-01,1495.0,power
DK,2019-11-01,12.0,power
EE,2019-11-01,20.0,power
ES,2019-11-01,763.0,power
EU27_2020,2019-11-01,,power
FI,2019-11-01,48.0,power
FR,2019-11-01,539.0,power
GR,2019-11-01,237.0,power
HR,2019-11-01,56.0,power
HU,2019-11-01,251.0,power
IE,2019-11-01,0.0,power
IT,2019-11-01,1939.0,power
LT,2019-11-01,22.0,power
LU,2019-11-01,0.0,power
LV,2019-11-01,61.0,power
MT,2019-11-01,25.388,power
NL,2019-11-01,1167.376,power
PL,2019-11-01,183.0,power
PT,2019-11-01,298.0,power
RO,2019-11-01,0.0,power
SE,2019-11-01,0.0,power
SI,2019-11-01,15.0,power
SK,2019-11-01,0.0,power
AT,2019-12-01,265.0,power
BE,2019-12-01,365.3,power
BG,2019-12-01,112.0,power
CY,2019-12-01,,power
CZ,2019-12-01,61.0,power
DE,2019-12-01,1356.0,power
DK,2019-12-01,9.0,power
EE,2019-12-01,28.0,power
ES,2019-12-01,557.0,power
EU27_2020,2019-12-01,,power
FI,2019-12-01,51.0,power
FR,2019-12-01,339.0,power
GR,2019-12-01,219.0,power
HR,2019-12-01,50.0,power
HU,2019-12-01,284.0,power
IE,2019-12-01,0.0,power
IT,2019-12-01,1891.0,power
LT,2019-12-01,28.0,power
LU,2019-12-01,0.0,power
LV,2019-12-01,55.0,power
MT,2019-12-01,29.186,power
NL,2019-12-01,1006.936,power
PL,2019-12-01,207.0,power
PT,2019-12-01,255.0,power
RO,2019-12-01,0.0,power
SE,2019-12-01,0.0,power
SI,2019-12-01,15.0,power
SK,2019-12-01,0.0,power
AT,2020-01-01,378.41,power
BE,2020-01-01,457.2,power
BG,2020-01-01,144.853,power
CY,2020-01-01,0.0,power
CZ,2020-01-01,102.48,power
DE,2020-01-01,1596.0,power
DK,2020-01-01,10.582,power
EE,2020-01-01,27.8,power
ES,2020-01-01,667.0,power
EU27_2020,2020-01-01,9895.615,power
FI,2020-01-01,54.0,power
FR,2020-01-01,516.31,power
GR,2020-01-01,341.408,power
HR,2020-01-01,103.8,power
HU,2020-01-01,341.0,power
IE,2020-01-01,267.602,power
IT,2020-01-01,2536.0,power
LT,2020-01-01,29.3,power
LU,2020-01-01,7.007,power
LV,2020-01-01,49.326,power
MT,2020-01-01,37.525,power
NL,2020-01-01,1293.072,power
PL,2020-01-01,199.686,power
PT,2020-01-01,355.419,power
RO,2020-01-01,263.0,power
SE,2020-01-01,2.52,power
SI,2020-01-01,17.416,power
SK,2020-01-01,96.899,power
AT,2020-02-01,212.79,power
BE,2020-02-01,352.4,power
BG,2020-02-01,108.591,power
CY,2020-02-01,0.0,power
CZ,2020-02-01,81.094,power
DE,2020-02-01,1261.0,power
DK,2020-02-01,13.378,power
EE,2020-02-01,25.615,power
ES,2020-02-01,510.0,power
EU27_2020,2020-02-01,7651.694,power
FI,2020-02-01,44.0,power
FR,2020-02-01,280.504,power
GR,2020-02-01,256.093,power
HR,2020-02-01,89.8,power
HU,2020-02-01,282.0,power
IE,2020-02-01,226.559,power
IT,2020-02-01,2017.0,power
LT,2020-02-01,25.4,power
LU,2020-02-01,7.007,power
LV,2020-02-01,49.729,power
MT,2020-02-01,35.719,power
NL,2020-02-01,978.49,power
PL,2020-02-01,203.981,power
PT,2020-02-01,274.948,power
RO,2020-02-01,222.0,power
SE,2020-02-01,2.49,power
SI,2020-02-01,17.049,power
SK,2020-02-01,74.057,power
AT,2020-03-01,191.875,power
BE,2020-03-01,370.1,power
BG,2020-03-01,94.347,power
CY,2020-03-01,0.0,power
CZ,2020-03-01,73.254,power
DE,2020-03-01,1262.0,power
DK,2020-03-01,6.859,power
EE,2020-03-01,25.577,power
ES,2020-03-01,335.0,power
EU27_2020,2020-03-01,6891.6,power
FI,2020-03-01,35.0,power
FR,2020-03-01,256.821,power
GR,2020-03-01,243.939,power
HR,2020-03-01,81.9,power
HU,2020-03-01,230.0,power
IE,2020-03-01,258.26,power
IT,2020-03-01,1704.0,power
LT,2020-03-01,23.7,power
LU,2020-03-01,6.167,power
LV,2020-03-01,40.398,power
MT,2020-03-01,30.082,power
NL,2020-03-01,880.589,power
PL,2020-03-01,196.609,power
PT,2020-03-01,248.432,power
RO,2020-03-01,205.0,power
SE,2020-03-01,2.53,power
SI,2020-03-01,16.595,power
SK,2020-03-01,72.566,power
AT,2020-04-01,84.468,power
BE,2020-04-01,256.0,power
BG,2020-04-01,63.285,power
CY,2020-04-01,0.0,power
CZ,2020-04-01,56.756,power
DE,2020-04-01,904.0,power
DK,2020-04-01,8.379,power
EE,2020-04-01,18.3,power
ES,2020-04-01,369.0,power
EU27_2020,2020-04-01,5315.042,power
FI,2020-04-01,27.0,power
FR,2020-04-01,18.912,power
GR,2020-04-01,229.39,power
HR,2020-04-01,48.4,power
HU,2020-04-01,165.0,power
IE,2020-04-01,276.57,power
IT,2020-04-01,1421.0,power
LT,2020-04-01,14.1,power
LU,2020-04-01,4.299,power
LV,2020-04-01,31.0,power
MT,2020-04-01,27.376,power
NL,2020-04-01,756.975,power
PL,2020-04-01,171.809,power
PT,2020-04-01,155.344,power
RO,2020-04-01,135.0,power
SE,2020-04-01,1.7,power
SI,2020-04-01,12.454,power
SK,2020-04-01,58.525,power
AT,2020-05-01,21.133,power
BE,2020-05-01,319.9,power
BG,2020-05-01,33.315,power
CY,2020-05-01,0.0,power
CZ,2020-05-01,69.967,power
DE,2020-05-01,911.0,power
DK,2020-05-01,5.944,power
EE,2020-05-01,12.0,power
ES,2020-05-01,445.0,power
EU27_2020,2020-05-01,5694.979,power
FI,2020-05-01,36.0,power
FR,2020-05-01,130.55,power
GR,2020-05-01,264.044,power
HR,2020-05-01,72.7,power
HU,2020-05-01,118.0,power
IE,2020-05-01,308.362,power
IT,2020-05-01,1431.0,power
LT,2020-05-01,5.8,power
LU,2020-05-01,3.587,power
LV,2020-05-01,35.444,power
MT,2020-05-01,30.055,power
NL,2020-05-01,939.309,power
PL,2020-05-01,149.171,power
PT,2020-05-01,211.525,power
RO,2020-05-01,67.0,power
SE,2020-05-01,1.43,power
SI,2020-05-01,13.377,power
SK,2020-05-01,59.366,power
AT,2020-06-01,19.734,power
BE,2020-06-01,422.3,power
BG,2020-06-01,31.141,power
CY,2020-06-01,0.0,power
CZ,2020-06-01,90.907,power
DE,2020-06-01,1118.0,power
DK,2020-06-01,24.703,power
EE,2020-06-01,7.5,power
ES,2020-06-01,708.0,power
EU27_2020,2020-06-01,7146.773,power
FI,2020-06-01,36.0,power
FR,2020-06-01,355.806,power
GR,2020-06-01,295.439,power
HR,2020-06-01,72.4,power
HU,2020-06-01,157.0,power
IE,2020-06-01,303.915,power
IT,2020-06-01,1844.0,power
LT,2020-06-01,5.8,power
LU,2020-06-01,2.91,power
LV,2020-06-01,50.66,power
MT,2020-06-01,33.188,power
NL,2020-06-01,1036.964,power
PL,2020-06-01,117.778,power
PT,2020-06-01,281.963,power
RO,2020-06-01,63.0,power
SE,2020-06-01,0.78,power
SI,2020-06-01,7.67,power
SK,2020-06-01,59.215,power
AT,2020-07-01,75.668,power
BE,2020-07-01,526.6,power
BG,2020-07-01,30.64,power
CY,2020-07-01,0.0,power
CZ,2020-07-01,120.195,power
DE,2020-07-01,1229.0,power
DK,2020-07-01,4.279,power
EE,2020-07-01,7.379,power
ES,2020-07-01,1051.0,power
EU27_2020,2020-07-01,8832.019,power
FI,2020-07-01,20.0,power
FR,2020-07-01,365.785,power
GR,2020-07-01,417.126,power
HR,2020-07-01,83.0,power
HU,2020-07-01,169.0,power
IE,2020-07-01,323.485,power
IT,2020-07-01,2451.0,power
LT,2020-07-01,8.6,power
LU,2020-07-01,2.91,power
LV,2020-07-01,20.374,power
MT,2020-07-01,38.28,power
NL,2020-07-01,1242.24,power
PL,2020-07-01,159.719,power
PT,2020-07-01,356.446,power
RO,2020-07-01,58.0,power
SE,2020-07-01,2.0,power
SI,2020-07-01,14.144,power
SK,2020-07-01,55.149,power
AT,2020-08-01,66.282,power
BE,2020-08-01,464.3,power
BG,2020-08-01,31.08,power
CY,2020-08-01,0.0,power
CZ,2020-08-01,106.08,power
DE,2020-08-01,1072.0,power
DK,2020-08-01,2.781,power
EE,2020-08-01,7.651,power
ES,2020-08-01,1004.0,power
EU27_2020,2020-08-01,8568.887,power
FI,2020-08-01,26.0,power
FR,2020-08-01,362.907,power
GR,2020-08-01,387.335,power
HR,2020-08-01,78.3,power
HU,2020-08-01,165.0,power
IE,2020-08-01,327.223,power
IT,2020-08-01,2364.0,power
LT,2020-08-01,9.0,power
LU,2020-08-01,2.557,power
LV,2020-08-01,54.907,power
MT,2020-08-01,39.263,power
NL,2020-08-01,1316.921,power
PL,2020-08-01,161.404,power
PT,2020-08-01,375.184,power
RO,2020-08-01,60.0,power
SE,2020-08-01,2.8,power
SI,2020-08-01,14.703,power
SK,2020-08-01,67.209,power
AT,2020-09-01,77.267,power
BE,2020-09-01,402.2,power
BG,2020-09-01,32.595,power
CY,2020-09-01,0.0,power
CZ,2020-09-01,106.08,power
DE,2020-09-01,1090.0,power
DK,2020-09-01,8.647,power
EE,2020-09-01,8.787,power
ES,2020-09-01,890.0,power
EU27_2020,2020-09-01,8071.407,power
FI,2020-09-01,38.0,power
FR,2020-09-01,358.571,power
GR,2020-09-01,344.076,power
HR,2020-09-01,55.3,power
HU,2020-09-01,175.0,power
IE,2020-09-01,299.297,power
IT,2020-09-01,2376.0,power
LT,2020-09-01,9.3,power
LU,2020-09-01,2.557,power
LV,2020-09-01,36.339,power
MT,2020-09-01,32.642,power
NL,2020-09-01,1030.061,power
PL,2020-09-01,153.132,power
PT,2020-09-01,397.965,power
RO,2020-09-01,59.0,power
SE,2020-09-01,3.2,power
SI,2020-09-01,14.823,power
SK,2020-09-01,70.568,power
AT,2020-10-01,147.739,power
BE,2020-10-01,359.9,power
BG,2020-10-01,53.576,power
CY,2020-10-01,0.0,power
CZ,2020-10-01,79.801,power
DE,2020-10-01,1244.0,power
DK,2020-10-01,7.81,power
EE,2020-10-01,12.317,power
ES,2020-10-01,570.0,power
EU27_2020,2020-10-01,7252.523,power
FI,2020-10-01,41.0,power
FR,2020-10-01,304.095,power
GR,2020-10-01,297.89,power
HR,2020-10-01,90.9,power
HU,2020-10-01,219.0,power
IE,2020-10-01,253.68,power
IT,2020-10-01,1870.0,power
LT,2020-10-01,15.1,power
LU,2020-10-01,2.557,power
LV,2020-10-01,36.005,power
MT,2020-10-01,28.822,power
NL,2020-10-01,904.367,power
PL,2020-10-01,179.617,power
PT,2020-10-01,344.539,power
RO,2020-10-01,90.0,power
SE,2020-10-01,3.0,power
SI,2020-10-01,13.674,power
SK,2020-10-01,83.134,power
AT,2020-11-01,231.839,power
BE,2020-11-01,419.1,power
BG,2020-11-01,97.434,power
CY,2020-11-01,0.0,power
CZ,2020-11-01,135.457,power
DE,2020-11-01,1542.0,power
DK,2020-11-01,11.248,power
EE,2020-11-01,19.3,power
ES,2020-11-01,659.0,power
EU27_2020,2020-11-01,8624.523,power
FI,2020-11-01,49.0,power
FR,2020-11-01,406.374,power
GR,2020-11-01,307.144,power
HR,2020-11-01,90.9,power
HU,2020-11-01,291.0,power
IE,2020-11-01,262.356,power
IT,2020-11-01,2148.0,power
LT,2020-11-01,23.5,power
LU,2020-11-01,8.413,power
LV,2020-11-01,56.466,power
MT,2020-11-01,20.351,power
NL,2020-11-01,1043.249,power
PL,2020-11-01,205.889,power
PT,2020-11-01,316.776,power
RO,2020-11-01,167.0,power
SE,2020-11-01,4.1,power
SI,2020-11-01,19.984,power
SK,2020-11-01,88.643,power
AT,2020-12-01,306.74,power
BE,2020-12-01,466.1,power
BG,2020-12-01,118.546,power
CY,2020-12-01,0.0,power
CZ,2020-12-01,139.927,power
DE,2020-12-01,1759.0,power
DK,2020-12-01,20.359,power
EE,2020-12-01,27.8,power
ES,2020-12-01,615.0,power
EU27_2020,2020-12-01,9244.474,power
FI,2020-12-01,63.0,power
FR,2020-12-01,398.559,power
GR,2020-12-01,371.874,power
HR,2020-12-01,91.6,power
HU,2020-12-01,281.0,power
IE,2020-12-01,272.745,power
IT,2020-12-01,2322.0,power
LT,2020-12-01,32.1,power
LU,2020-12-01,6.67,power
LV,2020-12-01,67.534,power
MT,2020-12-01,25.711,power
NL,2020-12-01,1035.956,power
PL,2020-12-01,247.396,power
PT,2020-12-01,227.182,power
RO,2020-12-01,226.0,power
SE,2020-12-01,4.0,power
SI,2020-12-01,17.247,power
SK,2020-12-01,100.428,power
AT,2021-01-01,314.743,power
BE,2021-01-01,470.5,power
BG,2021-01-01,160.636,power
CY,2021-01-01,0.0,power
CZ,2021-01-01,135.413,power
DE,2021-01-01,1869.0,power
DK,2021-01-01,20.706,power
EE,2021-01-01,34.5,power
ES,2021-01-01,503.602,power
EU27_2020,2021-01-01,9568.255,power
FI,2021-01-01,98.0,power
FR,2021-01-01,427.598,power
GR,2021-01-01,350.769,power
HR,2021-01-01,89.8,power
HU,2021-01-01,340.0,power
IE,2021-01-01,290.392,power
IT,2021-01-01,2372.0,power
LT,2021-01-01,37.6,power
LU,2021-01-01,6.67,power
LV,2021-01-01,86.656,power
MT,2021-01-01,26.759,power
NL,2021-01-01,968.693,power
PL,2021-01-01,275.359,power
PT,2021-01-01,277.389,power
RO,2021-01-01,264.0,power
SE,2021-01-01,4.0,power
SI,2021-01-01,16.08,power
SK,2021-01-01,127.39,power
AT,2021-02-01,243.17,power
BE,2021-02-01,358.7,power
BG,2021-02-01,135.998,power
CY,2021-02-01,0.0,power
CZ,2021-02-01,116.974,power
DE,2021-02-01,1667.0,power
DK,2021-02-01,23.506,power
EE,2021-02-01,39.6,power
ES,2021-02-01,276.427,power
EU27_2020,2021-02-01,7796.205,power
FI,2021-02-01,88.0,power
FR,2021-02-01,302.78,power
