country,date,demand,type
AT,2020-10-12,27963400.0,power
AT,2020-10-13,34474400.0,power
AT,2020-10-14,46484700.0,power
AT,2020-10-15,32660300.0,power
AT,2020-10-16,23915100.0,power
AT,2020-10-17,23566300.0,power
AT,2020-10-18,23288900.0,power
AT,2020-10-19,24941400.0,power
AT,2020-10-20,29235800.0,power
AT,2020-10-21,33979800.0,power
AT,2020-10-22,38721100.0,power
AT,2020-10-23,35125800.0,power
AT,2020-10-24,15582200.0,power
AT,2020-10-25,11831300.0,power
AT,2020-10-26,28391800.0,power
AT,2020-10-27,32626500.0,power
AT,2020-10-28,31900800.0,power
AT,2020-10-29,30452000.0,power
AT,2020-10-30,32602600.0,power
AT,2020-10-31,26752500.0,power
AT,2020-11-01,7587900.0,power
AT,2020-11-02,31433300.0,power
AT,2020-11-03,31020900.0,power
AT,2020-11-04,23381300.0,power
AT,2020-11-05,25408600.0,power
AT,2020-11-06,27300600.0,power
AT,2020-11-07,25903400.0,power
AT,2020-11-08,29367200.0,power
AT,2020-11-09,39384400.0,power
AT,2020-11-10,40978100.0,power
AT,2020-11-11,46310100.0,power
AT,2020-11-12,38225800.0,power
AT,2020-11-13,45155700.0,power
AT,2020-11-14,42405200.0,power
AT,2020-11-15,28373100.0,power
AT,2020-11-16,46874500.0,power
AT,2020-11-17,50076200.0,power
AT,2020-11-18,51455200.0,power
AT,2020-11-19,41071200.0,power
AT,2020-11-20,30162100.0,power
AT,2020-11-21,43767500.0,power
AT,2020-11-22,37934300.0,power
AT,2020-11-23,57261300.0,power
AT,2020-11-24,55869600.0,power
AT,2020-11-25,51837500.0,power
AT,2020-11-26,49629600.0,power
AT,2020-11-27,53244400.0,power
AT,2020-11-28,40228100.0,power
AT,2020-11-29,40703800.0,power
AT,2020-11-30,52516700.0,power
AT,2020-12-01,60102500.0,power
AT,2020-12-02,54816900.0,power
AT,2020-12-03,77615500.0,power
AT,2020-12-04,46125800.0,power
AT,2020-12-05,38843400.0,power
AT,2020-12-06,35573900.0,power
AT,2020-12-07,43507400.0,power
AT,2020-12-08,50337900.0,power
AT,2020-12-09,53400500.0,power
AT,2020-12-10,53109300.0,power
AT,2020-12-11,57420600.0,power
AT,2020-12-12,46397400.0,power
AT,2020-12-13,48774200.0,power
AT,2020-12-14,55801700.0,power
AT,2020-12-15,45240300.0,power
AT,2020-12-16,68375900.0,power
AT,2020-12-17,68476100.0,power
AT,2020-12-18,61551400.0,power
AT,2020-12-19,41728000.0,power
AT,2020-12-20,46177000.0,power
AT,2020-12-21,53818100.0,power
AT,2020-12-22,54003000.0,power
AT,2020-12-23,44343299.99999999,power
AT,2020-12-24,31187700.0,power
AT,2020-12-25,29666100.0,power
AT,2020-12-26,30030500.0,power
AT,2020-12-27,16903100.0,power
AT,2020-12-28,37601700.0,power
AT,2020-12-29,39088800.0,power
AT,2020-12-30,41042400.0,power
AT,2020-12-31,41785500.0,power
AT,2021-01-01,44876800.0,power
AT,2021-01-02,46977400.0,power
AT,2021-01-03,43013200.0,power
AT,2021-01-04,44176100.0,power
AT,2021-01-05,53367000.0,power
AT,2021-01-06,45620700.0,power
AT,2021-01-07,46405200.0,power
AT,2021-01-08,48468700.0,power
AT,2021-01-09,46120900.0,power
AT,2021-01-10,45490000.0,power
AT,2021-01-11,45444300.0,power
AT,2021-01-12,57519800.0,power
AT,2021-01-13,51233700.0,power
AT,2021-01-14,46539800.0,power
AT,2021-01-15,46641500.0,power
AT,2021-01-16,44292800.0,power
AT,2021-01-17,48461600.0,power
AT,2021-01-18,60136000.0,power
AT,2021-01-19,51457299.99999999,power
AT,2021-01-20,46986100.0,power
AT,2021-01-21,44447900.0,power
AT,2021-01-22,43678800.0,power
AT,2021-01-23,39419300.0,power
AT,2021-01-24,41240200.0,power
AT,2021-01-25,43841200.0,power
AT,2021-01-26,45132000.0,power
AT,2021-01-27,55088100.0,power
AT,2021-01-28,52879600.0,power
AT,2021-01-29,51089500.0,power
AT,2021-01-30,36444200.0,power
AT,2021-01-31,40301800.0,power
AT,2021-02-01,44032000.0,power
AT,2021-02-02,46132500.0,power
AT,2021-02-03,39637800.0,power
AT,2021-02-04,39915600.0,power
AT,2021-02-05,43122299.99999999,power
AT,2021-02-06,31042900.0,power
AT,2021-02-07,17688200.0,power
AT,2021-02-08,44266400.0,power
AT,2021-02-09,49133400.0,power
AT,2021-02-10,49140100.0,power
AT,2021-02-11,49055500.0,power
AT,2021-02-12,62213200.0,power
