country,type,year,month,demand,source,country_contributions
HU,household,2020.0,4.0,5.63,entsog,
HU,household,2020.0,5.0,3.52,entsog,
HU,household,2020.0,6.0,2.61,entsog,
HU,household,2020.0,7.0,2.68,entsog,
HU,household,2020.0,8.0,2.32,entsog,
HU,household,2020.0,9.0,2.92,entsog,
HU,household,2020.0,10.0,6.79,entsog,
HU,household,2020.0,11.0,10.59,entsog,
HU,household,2020.0,12.0,12.02,entsog,
HU,household,2021.0,1.0,13.56,entsog,
HU,household,2021.0,2.0,11.76,entsog,
HU,household,2021.0,3.0,10.65,entsog,
HU,household,2021.0,4.0,8.07,entsog,
HU,household,2021.0,5.0,4.53,entsog,
HU,household,2021.0,6.0,2.9,entsog,
HU,household,2021.0,7.0,2.46,entsog,
HU,household,2021.0,8.0,2.37,entsog,
HU,household,2021.0,9.0,3.0,entsog,
HU,household,2021.0,10.0,7.64,entsog,
HU,household,2021.0,11.0,10.51,entsog,
HU,household,2021.0,12.0,13.67,entsog,
HU,household,2022.0,1.0,13.8,entsog,
HU,household,2022.0,2.0,10.77,entsog,
HU,household,2022.0,3.0,10.96,entsog,
HU,household,2022.0,4.0,7.18,entsog,
HU,household,2022.0,5.0,2.97,entsog,
HU,household,2022.0,6.0,2.45,entsog,
HU,household,2022.0,7.0,2.21,entsog,
HU,household,2022.0,8.0,2.14,entsog,
HU,household,2022.0,9.0,2.95,entsog,
HU,household,2022.0,10.0,4.44,entsog,
HU,household,2022.0,11.0,7.79,entsog,
HU,household,2022.0,12.0,10.51,entsog,
HU,household,2023.0,1.0,9.89,entsog,
HU,household,2023.0,2.0,9.51,entsog,
HU,household,2023.0,3.0,7.62,entsog,
HU,household,2023.0,4.0,5.78,entsog,
HU,household,2023.0,5.0,2.94,entsog,
HU,household,2023.0,6.0,2.14,entsog,
HU,household,2023.0,7.0,2.09,entsog,
HU,household,2023.0,8.0,2.02,entsog,
HU,household,2023.0,9.0,1.99,entsog,
HU,household,2023.0,10.0,3.75,entsog,
HU,household,2023.0,11.0,7.97,entsog,
HU,household,2023.0,12.0,10.73,entsog,
HU,household,2024.0,1.0,11.78,entsog,
HU,household,2024.0,2.0,7.46,entsog,
HU,household,2024.0,3.0,6.58,entsog,
HU,household,2024.0,4.0,4.14,entsog,
HU,household,2024.0,5.0,2.52,entsog,
HU,household,2024.0,6.0,1.91,entsog,
HU,household,2024.0,7.0,1.96,entsog,
HU,household,2024.0,8.0,2.01,entsog,
HU,household,2024.0,9.0,2.37,entsog,
HU,household,2024.0,10.0,4.9,entsog,
HU,household,2024.0,11.0,9.52,entsog,
HU,household,2024.0,12.0,10.86,entsog,
HU,household,2025.0,1.0,10.68,entsog,
HU,household,2025.0,2.0,10.32,entsog,
HU,household,2025.0,3.0,7.0,entsog,
HU,household,2025.0,4.0,4.32,entsog,
HU,household,2025.0,5.0,3.13,entsog,
HU,household,2025.0,6.0,0.7,entsog,
HU,household,2025.0,10.0,2.37,entsog,
HU,household,2025.0,11.0,8.44,entsog,
HU,industry-power,2019.0,1.0,2.76,entsog,
HU,industry-power,2019.0,2.0,2.0,entsog,
HU,industry-power,2019.0,3.0,1.93,entsog,
HU,industry-power,2019.0,4.0,2.06,entsog,
HU,industry-power,2019.0,5.0,2.09,entsog,
HU,industry-power,2019.0,6.0,1.66,entsog,
HU,industry-power,2019.0,7.0,1.76,entsog,
HU,industry-power,2019.0,8.0,2.21,entsog,
HU,industry-power,2019.0,9.0,2.43,entsog,
HU,industry-power,2019.0,10.0,2.66,entsog,
HU,industry-power,2019.0,11.0,2.42,entsog,
HU,industry-power,2019.0,12.0,2.59,entsog,
HU,industry-power,2020.0,1.0,2.75,entsog,
HU,industry-power,2020.0,2.0,2.53,entsog,
HU,industry-power,2020.0,3.0,2.3,entsog,
HU,industry-power,2020.0,4.0,1.71,entsog,
HU,industry-power,2020.0,5.0,1.96,entsog,
HU,industry-power,2020.0,6.0,1.9,entsog,
HU,industry-power,2020.0,7.0,2.05,entsog,
HU,industry-power,2020.0,8.0,2.17,entsog,
HU,industry-power,2020.0,9.0,2.37,entsog,
HU,industry-power,2020.0,10.0,2.44,entsog,
HU,industry-power,2020.0,11.0,2.47,entsog,
HU,industry-power,2020.0,12.0,2.34,entsog,
HU,industry-power,2021.0,1.0,2.73,entsog,
HU,industry-power,2021.0,2.0,2.17,entsog,
HU,industry-power,2021.0,3.0,2.26,entsog,
HU,industry-power,2021.0,4.0,1.97,entsog,
HU,industry-power,2021.0,5.0,1.96,entsog,
HU,industry-power,2021.0,6.0,1.53,entsog,
HU,industry-power,2021.0,7.0,2.17,entsog,
HU,industry-power,2021.0,8.0,2.21,entsog,
HU,industry-power,2021.0,9.0,1.85,entsog,
HU,industry-power,2021.0,10.0,2.21,entsog,
HU,industry-power,2021.0,11.0,2.61,entsog,
HU,industry-power,2021.0,12.0,2.7,entsog,
HU,industry-power,2022.0,1.0,2.57,entsog,
HU,industry-power,2022.0,2.0,2.3,entsog,
HU,industry-power,2022.0,3.0,1.79,entsog,
HU,industry-power,2022.0,4.0,1.69,entsog,
HU,industry-power,2022.0,5.0,1.44,entsog,
HU,industry-power,2022.0,6.0,1.49,entsog,
HU,industry-power,2022.0,7.0,1.95,entsog,
HU,industry-power,2022.0,8.0,1.42,entsog,
HU,industry-power,2022.0,9.0,1.48,entsog,
HU,industry-power,2022.0,10.0,1.28,entsog,
HU,industry-power,2022.0,11.0,1.91,entsog,
HU,industry-power,2022.0,12.0,1.93,entsog,
HU,industry-power,2023.0,1.0,1.95,entsog,
HU,industry-power,2023.0,2.0,2.03,entsog,
HU,industry-power,2023.0,3.0,1.84,entsog,
HU,industry-power,2023.0,4.0,1.79,entsog,
HU,industry-power,2023.0,5.0,1.84,entsog,
HU,industry-power,2023.0,6.0,1.8,entsog,
HU,industry-power,2023.0,7.0,1.95,entsog,
HU,industry-power,2023.0,8.0,1.75,entsog,
HU,industry-power,2023.0,9.0,1.96,entsog,
HU,industry-power,2023.0,10.0,2.25,entsog,
HU,industry-power,2023.0,11.0,1.81,entsog,
HU,industry-power,2023.0,12.0,1.7,entsog,
HU,industry-power,2024.0,1.0,1.95,entsog,
HU,industry-power,2024.0,2.0,1.85,entsog,
HU,industry-power,2024.0,3.0,1.91,entsog,
HU,industry-power,2024.0,4.0,1.84,entsog,
HU,industry-power,2024.0,5.0,1.89,entsog,
HU,industry-power,2024.0,6.0,1.86,entsog,
HU,industry-power,2024.0,7.0,1.79,entsog,
HU,industry-power,2024.0,8.0,1.56,entsog,
HU,industry-power,2024.0,9.0,2.07,entsog,
HU,industry-power,2024.0,10.0,2.27,entsog,
HU,industry-power,2024.0,11.0,2.12,entsog,
HU,industry-power,2024.0,12.0,2.42,entsog,
HU,industry-power,2025.0,1.0,2.5,entsog,
HU,industry-power,2025.0,2.0,2.39,entsog,
HU,industry-power,2025.0,3.0,1.91,entsog,
HU,industry-power,2025.0,4.0,1.86,entsog,
HU,industry-power,2025.0,5.0,1.84,entsog,
HU,industry-power,2025.0,6.0,0.59,entsog,
HU,industry-power,2025.0,10.0,0.9,entsog,
HU,industry-power,2025.0,11.0,2.36,entsog,
IT,household,2019.0,1.0,66.69,entsog,
IT,household,2019.0,2.0,48.58,entsog,
IT,household,2019.0,3.0,35.17,entsog,
IT,household,2019.0,4.0,23.51,entsog,
IT,household,2019.0,5.0,18.0,entsog,
IT,household,2019.0,6.0,10.68,entsog,
IT,household,2019.0,7.0,10.39,entsog,
IT,household,2019.0,8.0,8.41,entsog,
IT,household,2019.0,9.0,11.55,entsog,
IT,household,2019.0,10.0,15.9,entsog,
IT,household,2019.0,11.0,35.35,entsog,
IT,household,2019.0,12.0,50.58,entsog,
IT,household,2020.0,1.0,59.46,entsog,
IT,household,2020.0,2.0,43.73,entsog,
IT,household,2020.0,3.0,38.83,entsog,
IT,household,2020.0,4.0,18.83,entsog,
IT,household,2020.0,5.0,11.65,entsog,
IT,household,2020.0,6.0,10.64,entsog,
IT,household,2020.0,7.0,10.38,entsog,
IT,household,2020.0,8.0,8.63,entsog,
IT,household,2020.0,9.0,11.53,entsog,
IT,household,2020.0,10.0,22.16,entsog,
IT,household,2020.0,11.0,35.91,entsog,
IT,household,2020.0,12.0,53.96,entsog,
IT,household,2021.0,1.0,63.63,entsog,
IT,household,2021.0,2.0,45.8,entsog,
IT,household,2021.0,3.0,41.22,entsog,
IT,household,2021.0,4.0,27.97,entsog,
IT,household,2021.0,5.0,14.7,entsog,
IT,household,2021.0,6.0,10.87,entsog,
IT,household,2021.0,7.0,10.69,entsog,
IT,household,2021.0,8.0,9.03,entsog,
IT,household,2021.0,9.0,11.88,entsog,
IT,household,2021.0,10.0,20.85,entsog,
IT,household,2021.0,11.0,36.95,entsog,
IT,household,2021.0,12.0,58.11,entsog,
IT,household,2022.0,1.0,59.83,entsog,
IT,household,2022.0,2.0,44.63,entsog,
IT,household,2022.0,3.0,42.44,entsog,
IT,household,2022.0,4.0,23.0,entsog,
IT,household,2022.0,5.0,12.46,entsog,
IT,household,2022.0,6.0,9.99,entsog,
IT,household,2022.0,7.0,9.62,entsog,
IT,household,2022.0,8.0,8.28,entsog,
IT,household,2022.0,9.0,10.61,entsog,
IT,household,2022.0,10.0,11.18,entsog,
IT,household,2022.0,11.0,27.18,entsog,
IT,household,2022.0,12.0,43.69,entsog,
IT,household,2023.0,1.0,47.95,entsog,
IT,household,2023.0,2.0,42.93,entsog,
IT,household,2023.0,3.0,30.88,entsog,
IT,household,2023.0,4.0,20.09,entsog,
IT,household,2023.0,5.0,12.88,entsog,
IT,household,2023.0,6.0,9.98,entsog,
IT,household,2023.0,7.0,9.43,entsog,
IT,household,2023.0,8.0,8.15,entsog,
IT,household,2023.0,9.0,10.38,entsog,
IT,household,2023.0,10.0,13.06,entsog,
IT,household,2023.0,11.0,30.79,entsog,
IT,household,2023.0,12.0,44.79,entsog,
IT,household,2024.0,1.0,50.7,entsog,
IT,household,2024.0,2.0,37.82,entsog,
IT,household,2024.0,3.0,31.26,entsog,
IT,household,2024.0,4.0,18.62,entsog,
IT,household,2024.0,5.0,13.02,entsog,
IT,household,2024.0,6.0,10.09,entsog,
IT,household,2024.0,7.0,9.65,entsog,
IT,household,2024.0,8.0,7.72,entsog,
IT,household,2024.0,9.0,10.65,entsog,
IT,household,2024.0,10.0,14.82,entsog,
IT,household,2024.0,11.0,33.51,entsog,
IT,household,2024.0,12.0,49.44,entsog,
IT,household,2025.0,1.0,49.52,entsog,
IT,household,2025.0,2.0,41.95,entsog,
IT,household,2025.0,3.0,32.38,entsog,
IT,household,2025.0,4.0,18.23,entsog,
IT,household,2025.0,5.0,12.11,entsog,
IT,household,2025.0,6.0,3.63,entsog,
IT,household,2025.0,10.0,8.29,entsog,
IT,household,2025.0,11.0,32.72,entsog,
IT,industry,2019.0,1.0,13.76,entsog,
IT,industry,2019.0,2.0,13.1,entsog,
IT,industry,2019.0,3.0,14.02,entsog,
IT,industry,2019.0,4.0,12.26,entsog,
IT,industry,2019.0,5.0,12.85,entsog,
IT,industry,2019.0,6.0,11.84,entsog,
IT,industry,2019.0,7.0,12.43,entsog,
IT,industry,2019.0,8.0,9.33,entsog,
IT,industry,2019.0,9.0,12.0,entsog,
IT,industry,2019.0,10.0,12.36,entsog,
IT,industry,2019.0,11.0,12.52,entsog,
IT,industry,2019.0,12.0,11.72,entsog,
IT,industry,2020.0,1.0,13.22,entsog,
IT,industry,2020.0,2.0,12.87,entsog,
IT,industry,2020.0,3.0,11.49,entsog,
IT,industry,2020.0,4.0,8.64,entsog,
IT,industry,2020.0,5.0,10.88,entsog,
IT,industry,2020.0,6.0,11.27,entsog,
IT,industry,2020.0,7.0,12.09,entsog,
IT,industry,2020.0,8.0,9.33,entsog,
IT,industry,2020.0,9.0,12.37,entsog,
IT,industry,2020.0,10.0,12.89,entsog,
IT,industry,2020.0,11.0,12.78,entsog,
IT,industry,2020.0,12.0,11.87,entsog,
IT,industry,2021.0,1.0,12.7,entsog,
IT,industry,2021.0,2.0,12.73,entsog,
IT,industry,2021.0,3.0,13.86,entsog,
IT,industry,2021.0,4.0,12.5,entsog,
IT,industry,2021.0,5.0,12.75,entsog,
IT,industry,2021.0,6.0,11.66,entsog,
IT,industry,2021.0,7.0,12.25,entsog,
IT,industry,2021.0,8.0,9.92,entsog,
IT,industry,2021.0,9.0,12.66,entsog,
IT,industry,2021.0,10.0,12.56,entsog,
IT,industry,2021.0,11.0,12.82,entsog,
IT,industry,2021.0,12.0,12.22,entsog,
IT,industry,2022.0,1.0,12.12,entsog,
IT,industry,2022.0,2.0,11.58,entsog,
IT,industry,2022.0,3.0,12.42,entsog,
IT,industry,2022.0,4.0,11.36,entsog,
IT,industry,2022.0,5.0,11.7,entsog,
IT,industry,2022.0,6.0,10.47,entsog,
IT,industry,2022.0,7.0,10.36,entsog,
IT,industry,2022.0,8.0,7.31,entsog,
IT,industry,2022.0,9.0,9.67,entsog,
IT,industry,2022.0,10.0,9.81,entsog,
IT,industry,2022.0,11.0,10.32,entsog,
IT,industry,2022.0,12.0,8.86,entsog,
IT,industry,2023.0,1.0,10.04,entsog,
IT,industry,2023.0,2.0,10.48,entsog,
IT,industry,2023.0,3.0,11.21,entsog,
IT,industry,2023.0,4.0,9.97,entsog,
IT,industry,2023.0,5.0,10.55,entsog,
IT,industry,2023.0,6.0,9.88,entsog,
IT,industry,2023.0,7.0,10.2,entsog,
IT,industry,2023.0,8.0,7.39,entsog,
IT,industry,2023.0,9.0,10.48,entsog,
IT,industry,2023.0,10.0,10.77,entsog,
IT,industry,2023.0,11.0,10.87,entsog,
IT,industry,2023.0,12.0,9.08,entsog,
IT,industry,2024.0,1.0,10.21,entsog,
IT,industry,2024.0,2.0,10.49,entsog,
IT,industry,2024.0,3.0,11.39,entsog,
IT,industry,2024.0,4.0,10.49,entsog,
IT,industry,2024.0,5.0,10.64,entsog,
IT,industry,2024.0,6.0,9.88,entsog,
IT,industry,2024.0,7.0,10.44,entsog,
IT,industry,2024.0,8.0,7.56,entsog,
IT,industry,2024.0,9.0,10.54,entsog,
IT,industry,2024.0,10.0,11.2,entsog,
IT,industry,2024.0,11.0,10.79,entsog,
IT,industry,2024.0,12.0,9.22,entsog,
IT,industry,2025.0,1.0,10.46,entsog,
IT,industry,2025.0,2.0,10.42,entsog,
IT,industry,2025.0,3.0,11.35,entsog,
IT,industry,2025.0,4.0,10.38,entsog,
IT,industry,2025.0,5.0,10.68,entsog,
IT,industry,2025.0,6.0,3.63,entsog,
IT,industry,2025.0,10.0,4.33,entsog,
IT,industry,2025.0,11.0,11.18,entsog,
LT,total,2019.0,1.0,289.09,eurostat,
LT,total,2019.0,2.0,218.33,eurostat,
LT,total,2019.0,3.0,218.33,eurostat,
LT,total,2019.0,4.0,203.17,eurostat,
LT,total,2019.0,5.0,133.43,eurostat,
LT,total,2019.0,6.0,163.75,eurostat,
LT,total,2019.0,7.0,114.22,eurostat,
LT,total,2019.0,8.0,101.08,eurostat,
LT,total,2019.0,9.0,144.54,eurostat,
LT,total,2019.0,10.0,197.11,eurostat,
LT,total,2019.0,11.0,222.38,eurostat,
LT,total,2019.0,12.0,238.55,eurostat,
LT,total,2020.0,1.0,260.79,eurostat,
LT,total,2020.0,2.0,234.2,eurostat,
LT,total,2020.0,3.0,174.57,eurostat,
LT,total,2020.0,4.0,219.24,eurostat,
LT,total,2020.0,5.0,238.14,eurostat,
LT,total,2020.0,6.0,175.27,eurostat,
LT,total,2020.0,7.0,182.75,eurostat,
LT,total,2020.0,8.0,153.14,eurostat,
LT,total,2020.0,9.0,142.02,eurostat,
LT,total,2020.0,10.0,195.39,eurostat,
LT,total,2020.0,11.0,225.71,eurostat,
LT,total,2020.0,12.0,259.88,eurostat,
LT,total,2021.0,1.0,324.57,eurostat,
LT,total,2021.0,2.0,275.95,eurostat,
LT,total,2021.0,3.0,229.35,eurostat,
LT,total,2021.0,4.0,218.64,eurostat,
LT,total,2021.0,5.0,206.2,eurostat,
LT,total,2021.0,6.0,153.94,eurostat,
LT,total,2021.0,7.0,142.12,eurostat,
LT,total,2021.0,8.0,110.18,eurostat,
LT,total,2021.0,9.0,118.57,eurostat,
LT,total,2021.0,10.0,164.26,eurostat,
LT,total,2021.0,11.0,161.32,eurostat,
LT,total,2021.0,12.0,236.43,eurostat,
LT,total,2022.0,1.0,199.94,eurostat,
LT,total,2022.0,2.0,158.9,eurostat,
LT,total,2022.0,3.0,200.04,eurostat,
LT,total,2022.0,4.0,153.74,eurostat,
LT,total,2022.0,5.0,142.83,eurostat,
LT,total,2022.0,6.0,146.87,eurostat,
LT,total,2022.0,7.0,96.33,eurostat,
LT,total,2022.0,8.0,55.7,eurostat,
LT,total,2022.0,9.0,91.28,eurostat,
LT,total,2022.0,10.0,92.49,eurostat,
LT,total,2022.0,11.0,112.7,eurostat,
LT,total,2022.0,12.0,216.31,eurostat,
LT,total,2023.0,1.0,128.57,eurostat,
LT,total,2023.0,2.0,100.27,eurostat,
LT,total,2023.0,3.0,159.2,eurostat,
LT,total,2023.0,4.0,123.82,eurostat,
LT,total,2023.0,5.0,108.46,eurostat,
LT,total,2023.0,6.0,103.1,eurostat,
LT,total,2023.0,7.0,99.56,eurostat,
LT,total,2023.0,8.0,112.6,eurostat,
LT,total,2023.0,9.0,126.05,eurostat,
LT,total,2023.0,10.0,176.79,eurostat,
LT,total,2023.0,11.0,159.91,eurostat,
LT,total,2023.0,12.0,207.01,eurostat,
LT,total,2024.0,1.0,216.82,eurostat,
LT,total,2024.0,2.0,168.4,eurostat,
LT,total,2024.0,3.0,157.18,eurostat,
LT,total,2024.0,4.0,194.48,eurostat,
LT,total,2024.0,5.0,95.82,eurostat,
LT,total,2024.0,6.0,89.35,eurostat,
LT,total,2024.0,7.0,96.33,eurostat,
LT,total,2024.0,8.0,93.4,eurostat,
LT,total,2024.0,9.0,95.72,eurostat,
LT,total,2024.0,10.0,153.94,eurostat,
LT,total,2024.0,11.0,203.37,eurostat,
LT,total,2024.0,12.0,194.48,eurostat,
LT,total,2025.0,1.0,209.13,eurostat,
LT,total,2025.0,2.0,212.27,eurostat,
LT,total,2025.0,3.0,161.83,eurostat,
LT,total,2025.0,4.0,157.89,eurostat,
LT,total,2025.0,5.0,136.66,eurostat,
LT,total,2025.0,6.0,87.84,eurostat,
LT,total,2025.0,7.0,48.11,eurostat,
LT,total,2025.0,8.0,88.34,eurostat,
LT,total,2025.0,9.0,125.84,eurostat,
LT,total,2025.0,10.0,144.24,eurostat,
LT,total,2025.0,11.0,161.66,eurostat,
LU,household,2019.0,1.0,0.86,entsog,
LU,household,2019.0,2.0,0.64,entsog,
LU,household,2019.0,3.0,0.59,entsog,
LU,household,2019.0,4.0,0.41,entsog,
LU,household,2019.0,5.0,0.33,entsog,
LU,household,2019.0,6.0,0.16,entsog,
LU,household,2019.0,7.0,0.14,entsog,
LU,household,2019.0,8.0,0.14,entsog,
LU,household,2019.0,9.0,0.21,entsog,
LU,household,2019.0,10.0,0.38,entsog,
LU,household,2019.0,11.0,0.63,entsog,
LU,household,2019.0,12.0,0.7,entsog,
LU,household,2020.0,1.0,0.74,entsog,
LU,household,2020.0,2.0,0.64,entsog,
LU,household,2020.0,3.0,0.6,entsog,
LU,household,2020.0,4.0,0.3,entsog,
LU,household,2020.0,5.0,0.26,entsog,
LU,household,2020.0,6.0,0.17,entsog,
LU,household,2020.0,7.0,0.15,entsog,
LU,household,2020.0,8.0,0.12,entsog,
LU,household,2020.0,9.0,0.19,entsog,
LU,household,2020.0,10.0,0.43,entsog,
LU,household,2020.0,11.0,0.57,entsog,
LU,household,2020.0,12.0,0.72,entsog,
LU,household,2021.0,1.0,0.85,entsog,
LU,household,2021.0,2.0,0.66,entsog,
LU,household,2021.0,3.0,0.63,entsog,
LU,household,2021.0,4.0,0.51,entsog,
LU,household,2021.0,5.0,0.39,entsog,
LU,household,2021.0,6.0,0.16,entsog,
LU,household,2021.0,7.0,0.17,entsog,
LU,household,2021.0,8.0,0.16,entsog,
LU,household,2021.0,9.0,0.2,entsog,
LU,household,2021.0,10.0,0.43,entsog,
LU,household,2021.0,11.0,0.65,entsog,
LU,household,2021.0,12.0,0.73,entsog,
LU,household,2022.0,1.0,0.79,entsog,
LU,household,2022.0,2.0,0.63,entsog,
LU,household,2022.0,3.0,0.55,entsog,
LU,household,2022.0,4.0,0.4,entsog,
LU,household,2022.0,5.0,0.19,entsog,
LU,household,2022.0,6.0,0.14,entsog,
LU,household,2022.0,7.0,0.12,entsog,
LU,household,2022.0,8.0,0.1,entsog,
LU,household,2022.0,9.0,0.19,entsog,
LU,household,2022.0,10.0,0.27,entsog,
LU,household,2022.0,11.0,0.43,entsog,
LU,household,2022.0,12.0,0.66,entsog,
LU,household,2023.0,1.0,0.65,entsog,
LU,household,2023.0,2.0,0.56,entsog,
LU,household,2023.0,3.0,0.53,entsog,
LU,household,2023.0,4.0,0.39,entsog,
LU,household,2023.0,5.0,0.21,entsog,
LU,household,2023.0,6.0,0.11,entsog,
LU,household,2023.0,7.0,0.11,entsog,
LU,household,2023.0,8.0,0.11,entsog,
LU,household,2023.0,9.0,0.02,entsog,
LU,household,2023.0,10.0,0.25,entsog,
LU,household,2023.0,11.0,0.51,entsog,
LU,household,2023.0,12.0,0.61,entsog,
LU,household,2024.0,1.0,0.72,entsog,
LU,household,2024.0,2.0,0.49,entsog,
LU,household,2024.0,3.0,0.42,entsog,
LU,household,2024.0,4.0,0.33,entsog,
LU,household,2024.0,5.0,0.21,entsog,
LU,household,2024.0,6.0,0.16,entsog,
LU,household,2024.0,7.0,0.12,entsog,
LU,household,2024.0,8.0,0.1,entsog,
LU,household,2024.0,9.0,0.17,entsog,
LU,household,2024.0,10.0,0.3,entsog,
LU,household,2024.0,11.0,0.51,entsog,
LU,household,2024.0,12.0,0.66,entsog,
LU,household,2025.0,1.0,0.72,entsog,
LU,household,2025.0,2.0,0.58,entsog,
LU,household,2025.0,3.0,0.46,entsog,
LU,household,2025.0,4.0,0.3,entsog,
LU,household,2025.0,5.0,0.2,entsog,
LU,household,2025.0,6.0,0.06,entsog,
LU,household,2025.0,10.0,0.15,entsog,
LU,household,2025.0,11.0,0.5,entsog,
LU,industry-power,2019.0,1.0,0.36,entsog,
LU,industry-power,2019.0,2.0,0.32,entsog,
LU,industry-power,2019.0,3.0,0.35,entsog,
LU,industry-power,2019.0,4.0,0.32,entsog,
LU,industry-power,2019.0,5.0,0.32,entsog,
LU,industry-power,2019.0,6.0,0.31,entsog,
LU,industry-power,2019.0,7.0,0.31,entsog,
LU,industry-power,2019.0,8.0,0.25,entsog,
LU,industry-power,2019.0,9.0,0.29,entsog,
LU,industry-power,2019.0,10.0,0.32,entsog,
LU,industry-power,2019.0,11.0,0.32,entsog,
LU,industry-power,2019.0,12.0,0.26,entsog,
LU,industry-power,2020.0,1.0,0.35,entsog,
LU,industry-power,2020.0,2.0,0.32,entsog,
LU,industry-power,2020.0,3.0,0.27,entsog,
LU,industry-power,2020.0,4.0,0.25,entsog,
LU,industry-power,2020.0,5.0,0.26,entsog,
LU,industry-power,2020.0,6.0,0.25,entsog,
LU,industry-power,2020.0,7.0,0.25,entsog,
LU,industry-power,2020.0,8.0,0.22,entsog,
LU,industry-power,2020.0,9.0,0.26,entsog,
LU,industry-power,2020.0,10.0,0.28,entsog,
LU,industry-power,2020.0,11.0,0.29,entsog,
LU,industry-power,2020.0,12.0,0.23,entsog,
LU,industry-power,2021.0,1.0,0.3,entsog,
LU,industry-power,2021.0,2.0,0.28,entsog,
LU,industry-power,2021.0,3.0,0.31,entsog,
LU,industry-power,2021.0,4.0,0.28,entsog,
LU,industry-power,2021.0,5.0,0.27,entsog,
LU,industry-power,2021.0,6.0,0.26,entsog,
LU,industry-power,2021.0,7.0,0.25,entsog,
LU,industry-power,2021.0,8.0,0.22,entsog,
LU,industry-power,2021.0,9.0,0.25,entsog,
LU,industry-power,2021.0,10.0,0.28,entsog,
LU,industry-power,2021.0,11.0,0.29,entsog,
LU,industry-power,2021.0,12.0,0.23,entsog,
LU,industry-power,2022.0,1.0,0.3,entsog,
LU,industry-power,2022.0,2.0,0.24,entsog,
LU,industry-power,2022.0,3.0,0.25,entsog,
LU,industry-power,2022.0,4.0,0.21,entsog,
LU,industry-power,2022.0,5.0,0.2,entsog,
LU,industry-power,2022.0,6.0,0.17,entsog,
LU,industry-power,2022.0,7.0,0.16,entsog,
LU,industry-power,2022.0,8.0,0.14,entsog,
LU,industry-power,2022.0,9.0,0.17,entsog,
LU,industry-power,2022.0,10.0,0.18,entsog,
LU,industry-power,2022.0,11.0,0.18,entsog,
LU,industry-power,2022.0,12.0,0.13,entsog,
LU,industry-power,2023.0,1.0,0.18,entsog,
LU,industry-power,2023.0,2.0,0.19,entsog,
LU,industry-power,2023.0,3.0,0.2,entsog,
LU,industry-power,2023.0,4.0,0.18,entsog,
LU,industry-power,2023.0,5.0,0.18,entsog,
LU,industry-power,2023.0,6.0,0.17,entsog,
LU,industry-power,2023.0,7.0,0.18,entsog,
LU,industry-power,2023.0,8.0,0.14,entsog,
LU,industry-power,2023.0,9.0,0.04,entsog,
LU,industry-power,2023.0,10.0,0.17,entsog,
LU,industry-power,2023.0,11.0,0.22,entsog,
LU,industry-power,2023.0,12.0,0.18,entsog,
LU,industry-power,2024.0,1.0,0.21,entsog,
LU,industry-power,2024.0,2.0,0.23,entsog,
LU,industry-power,2024.0,3.0,0.23,entsog,
LU,industry-power,2024.0,4.0,0.21,entsog,
LU,industry-power,2024.0,5.0,0.21,entsog,
LU,industry-power,2024.0,6.0,0.21,entsog,
LU,industry-power,2024.0,7.0,0.2,entsog,
LU,industry-power,2024.0,8.0,0.12,entsog,
LU,industry-power,2024.0,9.0,0.2,entsog,
LU,industry-power,2024.0,10.0,0.22,entsog,
LU,industry-power,2024.0,11.0,0.23,entsog,
LU,industry-power,2024.0,12.0,0.19,entsog,
LU,industry-power,2025.0,1.0,0.24,entsog,
LU,industry-power,2025.0,2.0,0.23,entsog,
LU,industry-power,2025.0,3.0,0.23,entsog,
LU,industry-power,2025.0,4.0,0.23,entsog,
LU,industry-power,2025.0,5.0,0.22,entsog,
LU,industry-power,2025.0,6.0,0.07,entsog,
LU,industry-power,2025.0,10.0,0.09,entsog,
LU,industry-power,2025.0,11.0,0.22,entsog,
NL,household,2019.0,1.0,30.32,entsog,
NL,household,2019.0,2.0,21.57,entsog,
NL,household,2019.0,3.0,20.42,entsog,
NL,household,2019.0,4.0,12.45,entsog,
NL,household,2019.0,5.0,10.61,entsog,
NL,household,2019.0,6.0,5.43,entsog,
NL,household,2019.0,7.0,5.14,entsog,
NL,household,2019.0,8.0,5.02,entsog,
NL,household,2019.0,9.0,7.1,entsog,
NL,household,2019.0,10.0,13.3,entsog,
NL,household,2019.0,11.0,21.57,entsog,
NL,household,2019.0,12.0,24.71,entsog,
NL,household,2020.0,1.0,25.02,entsog,
NL,household,2020.0,2.0,22.87,entsog,
NL,household,2020.0,3.0,20.84,entsog,
NL,household,2020.0,4.0,10.58,entsog,
NL,household,2020.0,5.0,8.28,entsog,
NL,household,2020.0,6.0,5.8,entsog,
NL,household,2020.0,7.0,5.74,entsog,
NL,household,2020.0,8.0,4.77,entsog,
NL,household,2020.0,9.0,6.91,entsog,
NL,household,2020.0,10.0,14.04,entsog,
NL,household,2020.0,11.0,17.39,entsog,
NL,household,2020.0,12.0,24.82,entsog,
NL,household,2021.0,1.0,29.44,entsog,
NL,household,2021.0,2.0,25.28,entsog,
NL,household,2021.0,3.0,22.08,entsog,
NL,household,2021.0,4.0,18.19,entsog,
NL,household,2021.0,5.0,11.88,entsog,
NL,household,2021.0,6.0,5.46,entsog,
NL,household,2021.0,7.0,5.45,entsog,
