date,country,type,year,month,demand,source,country_contributions
2016-06-01,MT,total,2016,6,0.0,eurostat,
2016-06-01,NL,total,2016,6,2178.0,eurostat,
2016-06-01,PL,total,2016,6,1058.0,eurostat,
2016-06-01,PT,total,2016,6,414.0,eurostat,
2016-06-01,RO,total,2016,6,572.0,eurostat,
2016-06-01,SE,total,2016,6,38.0,eurostat,
2016-06-01,SI,total,2016,6,47.0,eurostat,
2016-06-01,SK,total,2016,6,221.0,eurostat,
2016-07-01,AT,total,2016,7,381.0,eurostat,
2016-07-01,BE,total,2016,7,791.0,eurostat,
2016-07-01,BG,total,2016,7,163.0,eurostat,
2016-07-01,CY,total,2016,7,0.0,eurostat,
2016-07-01,CZ,total,2016,7,315.0,eurostat,
2016-07-01,DE,total,2016,7,4389.0,eurostat,
2016-07-01,DK,total,2016,7,135.0,eurostat,
2016-07-01,EE,total,2016,7,17.0,eurostat,
2016-07-01,ES,total,2016,7,2105.0,eurostat,
2016-07-01,EU27_2020,total,2016,7,20374.0,eurostat,
2016-07-01,FI,total,2016,7,129.0,eurostat,
2016-07-01,FR,total,2016,7,1701.0,eurostat,
2016-07-01,GR,total,2016,7,337.0,eurostat,
2016-07-01,HR,total,2016,7,98.0,eurostat,
2016-07-01,HU,total,2016,7,388.0,eurostat,
2016-07-01,IE,total,2016,7,361.0,eurostat,
2016-07-01,IT,total,2016,7,4191.0,eurostat,
2016-07-01,LT,total,2016,7,95.0,eurostat,
2016-07-01,LU,total,2016,7,40.0,eurostat,
2016-07-01,LV,total,2016,7,58.0,eurostat,
2016-07-01,MT,total,2016,7,0.0,eurostat,
2016-07-01,NL,total,2016,7,2209.0,eurostat,
2016-07-01,PL,total,2016,7,1093.0,eurostat,
2016-07-01,PT,total,2016,7,482.0,eurostat,
2016-07-01,RO,total,2016,7,602.0,eurostat,
2016-07-01,SE,total,2016,7,36.0,eurostat,
2016-07-01,SI,total,2016,7,46.0,eurostat,
2016-07-01,SK,total,2016,7,212.0,eurostat,
2016-08-01,AT,total,2016,8,369.0,eurostat,
2016-08-01,BE,total,2016,8,859.0,eurostat,
2016-08-01,BG,total,2016,8,167.0,eurostat,
2016-08-01,CY,total,2016,8,0.0,eurostat,
2016-08-01,CZ,total,2016,8,339.0,eurostat,
2016-08-01,DE,total,2016,8,4395.0,eurostat,
2016-08-01,DK,total,2016,8,151.0,eurostat,
2016-08-01,EE,total,2016,8,17.0,eurostat,
2016-08-01,ES,total,2016,8,1902.0,eurostat,
2016-08-01,EU27_2020,total,2016,8,19733.0,eurostat,
2016-08-01,FI,total,2016,8,138.0,eurostat,
2016-08-01,FR,total,2016,8,1568.0,eurostat,
2016-08-01,GR,total,2016,8,298.0,eurostat,
2016-08-01,HR,total,2016,8,148.0,eurostat,
2016-08-01,HU,total,2016,8,388.0,eurostat,
2016-08-01,IE,total,2016,8,370.0,eurostat,
2016-08-01,IT,total,2016,8,3559.0,eurostat,
2016-08-01,LT,total,2016,8,101.0,eurostat,
