country,date,demand,type,source
CZ,2017-12-01,1084.0,total,eurostat
DE,2017-12-01,10628.0,total,eurostat
DK,2017-12-01,333.0,total,eurostat
EE,2017-12-01,57.0,total,eurostat
ES,2017-12-01,3320.0,total,eurostat
EU27_2020,2017-12-01,48467.6,total,eurostat
FI,2017-12-01,248.0,total,eurostat
FR,2017-12-01,5971.0,total,eurostat
GR,2017-12-01,489.0,total,eurostat
HR,2017-12-01,343.0,total,eurostat
HU,2017-12-01,1377.0,total,eurostat
IE,2017-12-01,480.0,total,eurostat
IT,2017-12-01,9706.0,total,eurostat
LT,2017-12-01,249.0,total,eurostat
LU,2017-12-01,93.0,total,eurostat
LV,2017-12-01,140.0,total,eurostat
MT,2017-12-01,27.0,total,eurostat
NL,2017-12-01,5238.0,total,eurostat
PL,2017-12-01,2246.0,total,eurostat
PT,2017-12-01,476.0,total,eurostat
RO,2017-12-01,1446.0,total,eurostat
SE,2017-12-01,89.0,total,eurostat
SI,2017-12-01,105.0,total,eurostat
SK,2017-12-01,644.0,total,eurostat
AT,2018-01-01,1101.0,total,eurostat
BE,2018-01-01,2063.0,total,eurostat
BG,2018-01-01,391.0,total,eurostat
CY,2018-01-01,0.0,total,eurostat
CZ,2018-01-01,1088.0,total,eurostat
DE,2018-01-01,10138.0,total,eurostat
DK,2018-01-01,400.0,total,eurostat
EE,2018-01-01,67.0,total,eurostat
ES,2018-01-01,3135.0,total,eurostat
EU27_2020,2018-01-01,46011.0,total,eurostat
FI,2018-01-01,293.0,total,eurostat
FR,2018-01-01,5137.0,total,eurostat
GR,2018-01-01,494.0,total,eurostat
HR,2018-01-01,342.0,total,eurostat
HU,2018-01-01,1370.0,total,eurostat
IE,2018-01-01,468.0,total,eurostat
IT,2018-01-01,8824.0,total,eurostat
LT,2018-01-01,260.0,total,eurostat
LU,2018-01-01,93.0,total,eurostat
LV,2018-01-01,177.0,total,eurostat
MT,2018-01-01,21.0,total,eurostat
NL,2018-01-01,5076.0,total,eurostat
PL,2018-01-01,2362.0,total,eurostat
PT,2018-01-01,567.0,total,eurostat
RO,2018-01-01,1295.0,total,eurostat
SE,2018-01-01,105.0,total,eurostat
SI,2018-01-01,102.0,total,eurostat
SK,2018-01-01,642.0,total,eurostat
AT,2018-02-01,1182.0,total,eurostat
BE,2018-02-01,2260.4,total,eurostat
BG,2018-02-01,354.0,total,eurostat
CY,2018-02-01,0.0,total,eurostat
CZ,2018-02-01,1158.0,total,eurostat
DE,2018-02-01,11431.0,total,eurostat
DK,2018-02-01,404.0,total,eurostat
EE,2018-02-01,73.0,total,eurostat
ES,2018-02-01,3066.0,total,eurostat
EU27_2020,2018-02-01,49467.4,total,eurostat
FI,2018-02-01,339.0,total,eurostat
FR,2018-02-01,6080.0,total,eurostat
GR,2018-02-01,425.0,total,eurostat
HR,2018-02-01,358.0,total,eurostat
HU,2018-02-01,1401.0,total,eurostat
IE,2018-02-01,454.0,total,eurostat
IT,2018-02-01,8978.0,total,eurostat
LT,2018-02-01,249.0,total,eurostat
LU,2018-02-01,101.0,total,eurostat
LV,2018-02-01,205.0,total,eurostat
MT,2018-02-01,28.0,total,eurostat
NL,2018-02-01,5388.0,total,eurostat
PL,2018-02-01,2323.0,total,eurostat
PT,2018-02-01,468.0,total,eurostat
RO,2018-02-01,1833.0,total,eurostat
SE,2018-02-01,141.0,total,eurostat
SI,2018-02-01,110.0,total,eurostat
SK,2018-02-01,658.0,total,eurostat
AT,2018-03-01,1094.0,total,eurostat
BE,2018-03-01,2060.8,total,eurostat
BG,2018-03-01,333.0,total,eurostat
CY,2018-03-01,0.0,total,eurostat
CZ,2018-03-01,1109.0,total,eurostat
DE,2018-03-01,10405.0,total,eurostat
DK,2018-03-01,412.0,total,eurostat
EE,2018-03-01,72.0,total,eurostat
ES,2018-03-01,2799.0,total,eurostat
EU27_2020,2018-03-01,45008.8,total,eurostat
FI,2018-03-01,342.0,total,eurostat
FR,2018-03-01,5118.0,total,eurostat
GR,2018-03-01,339.0,total,eurostat
HR,2018-03-01,321.0,total,eurostat
HU,2018-03-01,1304.0,total,eurostat
IE,2018-03-01,502.0,total,eurostat
IT,2018-03-01,8254.0,total,eurostat
LT,2018-03-01,258.0,total,eurostat
LU,2018-03-01,95.0,total,eurostat
LV,2018-03-01,185.0,total,eurostat
MT,2018-03-01,19.0,total,eurostat
NL,2018-03-01,4909.0,total,eurostat
PL,2018-03-01,2360.0,total,eurostat
PT,2018-03-01,388.0,total,eurostat
RO,2018-03-01,1476.0,total,eurostat
SE,2018-03-01,117.0,total,eurostat
SI,2018-03-01,106.0,total,eurostat
SK,2018-03-01,631.0,total,eurostat
AT,2018-04-01,536.0,total,eurostat
BE,2018-04-01,1213.5,total,eurostat
BG,2018-04-01,201.0,total,eurostat
CY,2018-04-01,0.0,total,eurostat
CZ,2018-04-01,467.0,total,eurostat
DE,2018-04-01,6032.0,total,eurostat
DK,2018-04-01,225.0,total,eurostat
EE,2018-04-01,37.0,total,eurostat
ES,2018-04-01,2364.0,total,eurostat
EU27_2020,2018-04-01,26180.5,total,eurostat
FI,2018-04-01,168.0,total,eurostat
FR,2018-04-01,2620.0,total,eurostat
GR,2018-04-01,304.0,total,eurostat
HR,2018-04-01,172.0,total,eurostat
HU,2018-04-01,569.0,total,eurostat
IE,2018-04-01,443.0,total,eurostat
IT,2018-04-01,4720.0,total,eurostat
LT,2018-04-01,180.0,total,eurostat
LU,2018-04-01,56.0,total,eurostat
LV,2018-04-01,73.0,total,eurostat
MT,2018-04-01,18.0,total,eurostat
NL,2018-04-01,2864.0,total,eurostat
PL,2018-04-01,1469.0,total,eurostat
PT,2018-04-01,352.0,total,eurostat
RO,2018-04-01,632.0,total,eurostat
SE,2018-04-01,89.0,total,eurostat
SI,2018-04-01,62.0,total,eurostat
SK,2018-04-01,314.0,total,eurostat
AT,2018-05-01,410.0,total,eurostat
BE,2018-05-01,1060.0,total,eurostat
BG,2018-05-01,207.0,total,eurostat
CY,2018-05-01,0.0,total,eurostat
CZ,2018-05-01,346.0,total,eurostat
DE,2018-05-01,4751.0,total,eurostat
DK,2018-05-01,155.0,total,eurostat
EE,2018-05-01,21.0,total,eurostat
ES,2018-05-01,2331.0,total,eurostat
EU27_2020,2018-05-01,22093.0,total,eurostat
FI,2018-05-01,130.0,total,eurostat
FR,2018-05-01,1934.0,total,eurostat
GR,2018-05-01,327.0,total,eurostat
HR,2018-05-01,145.0,total,eurostat
HU,2018-05-01,427.0,total,eurostat
IE,2018-05-01,439.0,total,eurostat
IT,2018-05-01,4051.0,total,eurostat
LT,2018-05-01,152.0,total,eurostat
LU,2018-05-01,46.0,total,eurostat
LV,2018-05-01,47.0,total,eurostat
MT,2018-05-01,29.0,total,eurostat
NL,2018-05-01,2402.0,total,eurostat
PL,2018-05-01,1304.0,total,eurostat
PT,2018-05-01,449.0,total,eurostat
RO,2018-05-01,556.0,total,eurostat
SE,2018-05-01,74.0,total,eurostat
SI,2018-05-01,56.0,total,eurostat
SK,2018-05-01,244.0,total,eurostat
AT,2018-06-01,407.0,total,eurostat
BE,2018-06-01,980.4,total,eurostat
BG,2018-06-01,186.0,total,eurostat
CY,2018-06-01,0.0,total,eurostat
CZ,2018-06-01,337.0,total,eurostat
DE,2018-06-01,4793.0,total,eurostat
DK,2018-06-01,128.0,total,eurostat
EE,2018-06-01,18.0,total,eurostat
ES,2018-06-01,2169.0,total,eurostat
EU27_2020,2018-06-01,21272.4,total,eurostat
FI,2018-06-01,134.0,total,eurostat
FR,2018-06-01,1603.0,total,eurostat
GR,2018-06-01,351.0,total,eurostat
HR,2018-06-01,149.0,total,eurostat
HU,2018-06-01,403.0,total,eurostat
IE,2018-06-01,441.0,total,eurostat
IT,2018-06-01,3959.0,total,eurostat
LT,2018-06-01,117.0,total,eurostat
LU,2018-06-01,40.0,total,eurostat
LV,2018-06-01,56.0,total,eurostat
MT,2018-06-01,27.0,total,eurostat
NL,2018-06-01,2385.0,total,eurostat
PL,2018-06-01,1219.0,total,eurostat
PT,2018-06-01,511.0,total,eurostat
RO,2018-06-01,557.0,total,eurostat
SE,2018-06-01,41.0,total,eurostat
SI,2018-06-01,50.0,total,eurostat
SK,2018-06-01,211.0,total,eurostat
AT,2018-07-01,420.0,total,eurostat
BE,2018-07-01,951.1,total,eurostat
BG,2018-07-01,168.0,total,eurostat
CY,2018-07-01,0.0,total,eurostat
CZ,2018-07-01,337.0,total,eurostat
DE,2018-07-01,4215.0,total,eurostat
DK,2018-07-01,124.0,total,eurostat
EE,2018-07-01,19.0,total,eurostat
ES,2018-07-01,2177.0,total,eurostat
EU27_2020,2018-07-01,20884.1,total,eurostat
FI,2018-07-01,128.0,total,eurostat
FR,2018-07-01,1746.0,total,eurostat
GR,2018-07-01,390.0,total,eurostat
HR,2018-07-01,115.0,total,eurostat
HU,2018-07-01,423.0,total,eurostat
IE,2018-07-01,0.0,total,eurostat
IT,2018-07-01,4452.0,total,eurostat
LT,2018-07-01,70.0,total,eurostat
LU,2018-07-01,38.0,total,eurostat
LV,2018-07-01,75.0,total,eurostat
MT,2018-07-01,38.0,total,eurostat
NL,2018-07-01,2404.0,total,eurostat
PL,2018-07-01,1192.0,total,eurostat
PT,2018-07-01,555.0,total,eurostat
RO,2018-07-01,533.0,total,eurostat
SE,2018-07-01,59.0,total,eurostat
SI,2018-07-01,48.0,total,eurostat
SK,2018-07-01,207.0,total,eurostat
AT,2018-08-01,443.0,total,eurostat
BE,2018-08-01,991.6,total,eurostat
BG,2018-08-01,159.0,total,eurostat
CY,2018-08-01,0.0,total,eurostat
CZ,2018-08-01,336.0,total,eurostat
DE,2018-08-01,4441.0,total,eurostat
DK,2018-08-01,133.0,total,eurostat
EE,2018-08-01,25.0,total,eurostat
ES,2018-08-01,2116.0,total,eurostat
EU27_2020,2018-08-01,21257.6,total,eurostat
FI,2018-08-01,171.0,total,eurostat
FR,2018-08-01,1606.0,total,eurostat
GR,2018-08-01,373.0,total,eurostat
HR,2018-08-01,169.0,total,eurostat
HU,2018-08-01,379.0,total,eurostat
IE,2018-08-01,415.0,total,eurostat
IT,2018-08-01,3962.0,total,eurostat
LT,2018-08-01,92.0,total,eurostat
LU,2018-08-01,34.0,total,eurostat
LV,2018-08-01,87.0,total,eurostat
MT,2018-08-01,37.0,total,eurostat
NL,2018-08-01,2532.0,total,eurostat
PL,2018-08-01,1331.0,total,eurostat
PT,2018-08-01,535.0,total,eurostat
RO,2018-08-01,565.0,total,eurostat
SE,2018-08-01,77.0,total,eurostat
SI,2018-08-01,46.0,total,eurostat
SK,2018-08-01,202.0,total,eurostat
AT,2018-09-01,552.0,total,eurostat
BE,2018-09-01,1046.1,total,eurostat
BG,2018-09-01,185.0,total,eurostat
CY,2018-09-01,0.0,total,eurostat
CZ,2018-09-01,398.0,total,eurostat
DE,2018-09-01,4789.0,total,eurostat
DK,2018-09-01,168.0,total,eurostat
EE,2018-09-01,21.0,total,eurostat
ES,2018-09-01,2177.0,total,eurostat
EU27_2020,2018-09-01,23347.1,total,eurostat
FI,2018-09-01,193.0,total,eurostat
FR,2018-09-01,1906.0,total,eurostat
GR,2018-09-01,399.0,total,eurostat
HR,2018-09-01,161.0,total,eurostat
HU,2018-09-01,486.0,total,eurostat
IE,2018-09-01,383.0,total,eurostat
IT,2018-09-01,4613.0,total,eurostat
LT,2018-09-01,266.0,total,eurostat
LU,2018-09-01,44.0,total,eurostat
LV,2018-09-01,85.0,total,eurostat
MT,2018-09-01,35.0,total,eurostat
NL,2018-09-01,2656.0,total,eurostat
PL,2018-09-01,1283.0,total,eurostat
PT,2018-09-01,541.0,total,eurostat
RO,2018-09-01,612.0,total,eurostat
SE,2018-09-01,60.0,total,eurostat
SI,2018-09-01,53.0,total,eurostat
SK,2018-09-01,235.0,total,eurostat
AT,2018-10-01,704.0,total,eurostat
BE,2018-10-01,1548.3,total,eurostat
BG,2018-10-01,226.0,total,eurostat
CY,2018-10-01,0.0,total,eurostat
CZ,2018-10-01,659.0,total,eurostat
DE,2018-10-01,7017.0,total,eurostat
DK,2018-10-01,224.0,total,eurostat
EE,2018-10-01,38.0,total,eurostat
ES,2018-10-01,2477.0,total,eurostat
EU27_2020,2018-10-01,30103.3,total,eurostat
FI,2018-10-01,189.0,total,eurostat
FR,2018-10-01,3061.0,total,eurostat
GR,2018-10-01,431.0,total,eurostat
HR,2018-10-01,240.0,total,eurostat
HU,2018-10-01,726.0,total,eurostat
IE,2018-10-01,472.0,total,eurostat
IT,2018-10-01,5022.0,total,eurostat
LT,2018-10-01,189.0,total,eurostat
LU,2018-10-01,61.0,total,eurostat
LV,2018-10-01,108.0,total,eurostat
MT,2018-10-01,32.0,total,eurostat
NL,2018-10-01,3219.0,total,eurostat
PL,2018-10-01,1645.0,total,eurostat
PT,2018-10-01,470.0,total,eurostat
RO,2018-10-01,843.0,total,eurostat
SE,2018-10-01,84.0,total,eurostat
SI,2018-10-01,70.0,total,eurostat
SK,2018-10-01,348.0,total,eurostat
AT,2018-11-01,952.0,total,eurostat
BE,2018-11-01,2045.3,total,eurostat
BG,2018-11-01,308.0,total,eurostat
CY,2018-11-01,0.0,total,eurostat
CZ,2018-11-01,919.0,total,eurostat
DE,2018-11-01,9739.0,total,eurostat
DK,2018-11-01,304.0,total,eurostat
EE,2018-11-01,47.0,total,eurostat
ES,2018-11-01,3019.0,total,eurostat
EU27_2020,2018-11-01,40886.3,total,eurostat
FI,2018-11-01,205.0,total,eurostat
FR,2018-11-01,4814.0,total,eurostat
GR,2018-11-01,433.0,total,eurostat
HR,2018-11-01,291.0,total,eurostat
HU,2018-11-01,1056.0,total,eurostat
IE,2018-11-01,485.0,total,eurostat
IT,2018-11-01,6898.0,total,eurostat
LT,2018-11-01,225.0,total,eurostat
LU,2018-11-01,82.0,total,eurostat
LV,2018-11-01,149.0,total,eurostat
MT,2018-11-01,32.0,total,eurostat
NL,2018-11-01,4405.0,total,eurostat
PL,2018-11-01,2015.0,total,eurostat
PT,2018-11-01,466.0,total,eurostat
RO,2018-11-01,1309.0,total,eurostat
SE,2018-11-01,118.0,total,eurostat
SI,2018-11-01,84.0,total,eurostat
SK,2018-11-01,486.0,total,eurostat
AT,2018-12-01,1181.0,total,eurostat
BE,2018-12-01,2104.7,total,eurostat
BG,2018-12-01,403.0,total,eurostat
CY,2018-12-01,0.0,total,eurostat
CZ,2018-12-01,1115.0,total,eurostat
DE,2018-12-01,7586.0,total,eurostat
DK,2018-12-01,330.0,total,eurostat
EE,2018-12-01,66.0,total,eurostat
ES,2018-12-01,3095.0,total,eurostat
EU27_2020,2018-12-01,44069.7,total,eurostat
FI,2018-12-01,286.0,total,eurostat
FR,2018-12-01,5236.0,total,eurostat
GR,2018-12-01,563.0,total,eurostat
HR,2018-12-01,376.0,total,eurostat
HU,2018-12-01,1506.0,total,eurostat
IE,2018-12-01,480.0,total,eurostat
IT,2018-12-01,8934.0,total,eurostat
LT,2018-12-01,260.0,total,eurostat
LU,2018-12-01,89.0,total,eurostat
LV,2018-12-01,182.0,total,eurostat
MT,2018-12-01,29.0,total,eurostat
NL,2018-12-01,4810.0,total,eurostat
PL,2018-12-01,2333.0,total,eurostat
PT,2018-12-01,446.0,total,eurostat
RO,2018-12-01,1761.0,total,eurostat
SE,2018-12-01,123.0,total,eurostat
SI,2018-12-01,104.0,total,eurostat
SK,2018-12-01,671.0,total,eurostat
AT,2019-01-01,1314.0,total,eurostat
BE,2019-01-01,2485.6,total,eurostat
BG,2019-01-01,406.0,total,eurostat
CY,2019-01-01,0.0,total,eurostat
CZ,2019-01-01,1290.0,total,eurostat
DE,2019-01-01,12995.0,total,eurostat
DK,2019-01-01,387.0,total,eurostat
EE,2019-01-01,74.0,total,eurostat
ES,2019-01-01,3575.0,total,eurostat
EU27_2020,2019-01-01,55393.269,total,eurostat
FI,2019-01-01,384.0,total,eurostat
FR,2019-01-01,6426.0,total,eurostat
GR,2019-01-01,679.0,total,eurostat
HR,2019-01-01,397.0,total,eurostat
HU,2019-01-01,1673.0,total,eurostat
IE,2019-01-01,509.0,total,eurostat
IT,2019-01-01,10598.0,total,eurostat
LT,2019-01-01,286.0,total,eurostat
LU,2019-01-01,107.0,total,eurostat
LV,2019-01-01,206.0,total,eurostat
MT,2019-01-01,33.866,total,eurostat
NL,2019-01-01,5614.803,total,eurostat
PL,2019-01-01,2586.0,total,eurostat
PT,2019-01-01,498.0,total,eurostat
RO,2019-01-01,1860.0,total,eurostat
SE,2019-01-01,130.0,total,eurostat
SI,2019-01-01,119.0,total,eurostat
SK,2019-01-01,760.0,total,eurostat
AT,2019-02-01,1005.0,total,eurostat
BE,2019-02-01,1872.7,total,eurostat
BG,2019-02-01,324.0,total,eurostat
CY,2019-02-01,0.0,total,eurostat
CZ,2019-02-01,1004.0,total,eurostat
DE,2019-02-01,10669.0,total,eurostat
DK,2019-02-01,299.0,total,eurostat
EE,2019-02-01,53.0,total,eurostat
ES,2019-02-01,2936.0,total,eurostat
EU27_2020,2019-02-01,43403.07,total,eurostat
FI,2019-02-01,278.0,total,eurostat
FR,2019-02-01,4842.0,total,eurostat
GR,2019-02-01,495.0,total,eurostat
HR,2019-02-01,313.0,total,eurostat
HU,2019-02-01,1220.0,total,eurostat
IE,2019-02-01,416.0,total,eurostat
IT,2019-02-01,8064.0,total,eurostat
LT,2019-02-01,216.0,total,eurostat
LU,2019-02-01,85.0,total,eurostat
LV,2019-02-01,139.0,total,eurostat
MT,2019-02-01,26.062,total,eurostat
NL,2019-02-01,4399.308,total,eurostat
PL,2019-02-01,2083.0,total,eurostat
PT,2019-02-01,441.0,total,eurostat
RO,2019-02-01,1445.0,total,eurostat
SE,2019-02-01,104.0,total,eurostat
SI,2019-02-01,95.0,total,eurostat
SK,2019-02-01,579.0,total,eurostat
AT,2019-03-01,830.0,total,eurostat
BE,2019-03-01,1738.0,total,eurostat
BG,2019-03-01,290.0,total,eurostat
CY,2019-03-01,0.0,total,eurostat
CZ,2019-03-01,849.0,total,eurostat
DE,2019-03-01,9450.0,total,eurostat
DK,2019-03-01,293.0,total,eurostat
EE,2019-03-01,53.0,total,eurostat
ES,2019-03-01,2769.0,total,eurostat
EU27_2020,2019-03-01,39106.78,total,eurostat
FI,2019-03-01,269.0,total,eurostat
FR,2019-03-01,4236.0,total,eurostat
GR,2019-03-01,382.0,total,eurostat
HR,2019-03-01,242.0,total,eurostat
HU,2019-03-01,989.0,total,eurostat
IE,2019-03-01,493.0,total,eurostat
IT,2019-03-01,6992.0,total,eurostat
LT,2019-03-01,216.0,total,eurostat
LU,2019-03-01,82.0,total,eurostat
LV,2019-03-01,132.0,total,eurostat
MT,2019-03-01,25.598,total,eurostat
NL,2019-03-01,4396.182,total,eurostat
PL,2019-03-01,2119.0,total,eurostat
PT,2019-03-01,381.0,total,eurostat
RO,2019-03-01,1162.0,total,eurostat
SE,2019-03-01,126.0,total,eurostat
SI,2019-03-01,88.0,total,eurostat
SK,2019-03-01,504.0,total,eurostat
AT,2019-04-01,670.0,total,eurostat
BE,2019-04-01,1366.4,total,eurostat
BG,2019-04-01,250.0,total,eurostat
CY,2019-04-01,0.0,total,eurostat
CZ,2019-04-01,611.0,total,eurostat
DE,2019-04-01,6512.0,total,eurostat
DK,2019-04-01,215.0,total,eurostat
EE,2019-04-01,34.0,total,eurostat
ES,2019-04-01,2716.0,total,eurostat
EU27_2020,2019-04-01,30222.605,total,eurostat
FI,2019-04-01,213.0,total,eurostat
FR,2019-04-01,3213.0,total,eurostat
GR,2019-04-01,361.0,total,eurostat
HR,2019-04-01,203.0,total,eurostat
HU,2019-04-01,709.0,total,eurostat
IE,2019-04-01,484.0,total,eurostat
IT,2019-04-01,5536.0,total,eurostat
LT,2019-04-01,201.0,total,eurostat
LU,2019-04-01,63.0,total,eurostat
LV,2019-04-01,81.0,total,eurostat
MT,2019-04-01,26.48,total,eurostat
NL,2019-04-01,3223.725,total,eurostat
PL,2019-04-01,1721.0,total,eurostat
PT,2019-04-01,448.0,total,eurostat
RO,2019-04-01,844.0,total,eurostat
SE,2019-04-01,101.0,total,eurostat
SI,2019-04-01,72.0,total,eurostat
SK,2019-04-01,348.0,total,eurostat
AT,2019-05-01,587.0,total,eurostat
BE,2019-05-01,1269.3,total,eurostat
BG,2019-05-01,204.0,total,eurostat
CY,2019-05-01,0.0,total,eurostat
CZ,2019-05-01,566.0,total,eurostat
DE,2019-05-01,6111.0,total,eurostat
DK,2019-05-01,202.0,total,eurostat
EE,2019-05-01,26.0,total,eurostat
ES,2019-05-01,2751.0,total,eurostat
EU27_2020,2019-05-01,27768.011,total,eurostat
FI,2019-05-01,155.0,total,eurostat
FR,2019-05-01,2659.0,total,eurostat
GR,2019-05-01,328.0,total,eurostat
HR,2019-05-01,204.0,total,eurostat
HU,2019-05-01,639.0,total,eurostat
IE,2019-05-01,480.0,total,eurostat
IT,2019-05-01,4922.0,total,eurostat
LT,2019-05-01,132.0,total,eurostat
LU,2019-05-01,57.0,total,eurostat
LV,2019-05-01,70.0,total,eurostat
MT,2019-05-01,28.968,total,eurostat
NL,2019-05-01,3237.743,total,eurostat
PL,2019-05-01,1528.0,total,eurostat
PT,2019-05-01,513.0,total,eurostat
RO,2019-05-01,577.0,total,eurostat
SE,2019-05-01,124.0,total,eurostat
SI,2019-05-01,68.0,total,eurostat
SK,2019-05-01,329.0,total,eurostat
AT,2019-06-01,412.0,total,eurostat
BE,2019-06-01,1015.3,total,eurostat
BG,2019-06-01,176.0,total,eurostat
CY,2019-06-01,0.0,total,eurostat
CZ,2019-06-01,393.0,total,eurostat
DE,2019-06-01,3639.0,total,eurostat
DK,2019-06-01,146.0,total,eurostat
EE,2019-06-01,16.0,total,eurostat
ES,2019-06-01,2738.0,total,eurostat
EU27_2020,2019-06-01,21388.858,total,eurostat
FI,2019-06-01,155.0,total,eurostat
FR,2019-06-01,1813.0,total,eurostat
GR,2019-06-01,396.0,total,eurostat
HR,2019-06-01,149.0,total,eurostat
HU,2019-06-01,381.0,total,eurostat
IE,2019-06-01,433.0,total,eurostat
IT,2019-06-01,4327.0,total,eurostat
LT,2019-06-01,162.0,total,eurostat
LU,2019-06-01,41.0,total,eurostat
LV,2019-06-01,72.0,total,eurostat
MT,2019-06-01,33.454,total,eurostat
NL,2019-06-01,2482.104,total,eurostat
PL,2019-06-01,1177.0,total,eurostat
PT,2019-06-01,555.0,total,eurostat
RO,2019-06-01,373.0,total,eurostat
SE,2019-06-01,62.0,total,eurostat
SI,2019-06-01,50.0,total,eurostat
SK,2019-06-01,192.0,total,eurostat
AT,2019-07-01,453.0,total,eurostat
BE,2019-07-01,986.9,total,eurostat
BG,2019-07-01,183.0,total,eurostat
CY,2019-07-01,0.0,total,eurostat
CZ,2019-07-01,399.0,total,eurostat
DE,2019-07-01,5287.0,total,eurostat
DK,2019-07-01,142.0,total,eurostat
EE,2019-07-01,17.0,total,eurostat
ES,2019-07-01,3041.0,total,eurostat
EU27_2020,2019-07-01,24668.602,total,eurostat
FI,2019-07-01,153.0,total,eurostat
FR,2019-07-01,1859.0,total,eurostat
GR,2019-07-01,482.0,total,eurostat
HR,2019-07-01,170.0,total,eurostat
HU,2019-07-01,418.0,total,eurostat
IE,2019-07-01,443.0,total,eurostat
IT,2019-07-01,4982.0,total,eurostat
LT,2019-07-01,113.0,total,eurostat
LU,2019-07-01,39.0,total,eurostat
LV,2019-07-01,72.0,total,eurostat
MT,2019-07-01,35.541,total,eurostat
NL,2019-07-01,2691.161,total,eurostat
PL,2019-07-01,1277.0,total,eurostat
PT,2019-07-01,587.0,total,eurostat
RO,2019-07-01,499.0,total,eurostat
SE,2019-07-01,62.0,total,eurostat
SI,2019-07-01,49.0,total,eurostat
SK,2019-07-01,228.0,total,eurostat
AT,2019-08-01,496.0,total,eurostat
BE,2019-08-01,956.9,total,eurostat
BG,2019-08-01,151.0,total,eurostat
CY,2019-08-01,0.0,total,eurostat
CZ,2019-08-01,395.0,total,eurostat
DE,2019-08-01,4040.0,total,eurostat
DK,2019-08-01,159.0,total,eurostat
EE,2019-08-01,19.0,total,eurostat
ES,2019-08-01,2960.0,total,eurostat
EU27_2020,2019-08-01,22272.242,total,eurostat
FI,2019-08-01,150.0,total,eurostat
FR,2019-08-01,1590.0,total,eurostat
GR,2019-08-01,443.0,total,eurostat
HR,2019-08-01,183.0,total,eurostat
HU,2019-08-01,450.0,total,eurostat
IE,2019-08-01,371.0,total,eurostat
IT,2019-08-01,4174.0,total,eurostat
LT,2019-08-01,100.0,total,eurostat
LU,2019-08-01,34.0,total,eurostat
LV,2019-08-01,102.0,total,eurostat
MT,2019-08-01,39.686,total,eurostat
NL,2019-08-01,2695.656,total,eurostat
PL,2019-08-01,1332.0,total,eurostat
PT,2019-08-01,543.0,total,eurostat
RO,2019-08-01,533.0,total,eurostat
SE,2019-08-01,75.0,total,eurostat
SI,2019-08-01,55.0,total,eurostat
SK,2019-08-01,225.0,total,eurostat
AT,2019-09-01,641.0,total,eurostat
BE,2019-09-01,1140.1,total,eurostat
BG,2019-09-01,160.0,total,eurostat
CY,2019-09-01,0.0,total,eurostat
CZ,2019-09-01,485.0,total,eurostat
DE,2019-09-01,5220.0,total,eurostat
DK,2019-09-01,170.0,total,eurostat
EE,2019-09-01,24.0,total,eurostat
ES,2019-09-01,2743.0,total,eurostat
EU27_2020,2019-09-01,25193.591,total,eurostat
FI,2019-09-01,170.0,total,eurostat
FR,2019-09-01,1969.0,total,eurostat
GR,2019-09-01,433.0,total,eurostat
HR,2019-09-01,185.0,total,eurostat
HU,2019-09-01,537.0,total,eurostat
IE,2019-09-01,382.0,total,eurostat
IT,2019-09-01,4766.0,total,eurostat
LT,2019-09-01,143.0,total,eurostat
LU,2019-09-01,44.0,total,eurostat
LV,2019-09-01,118.0,total,eurostat
MT,2019-09-01,31.039,total,eurostat
NL,2019-09-01,2980.452,total,eurostat
PL,2019-09-01,1351.0,total,eurostat
PT,2019-09-01,529.0,total,eurostat
RO,2019-09-01,592.0,total,eurostat
SE,2019-09-01,66.0,total,eurostat
SI,2019-09-01,57.0,total,eurostat
SK,2019-09-01,257.0,total,eurostat
AT,2019-10-01,809.0,total,eurostat
BE,2019-10-01,1548.8,total,eurostat
BG,2019-10-01,183.0,total,eurostat
CY,2019-10-01,0.0,total,eurostat
CZ,2019-10-01,721.0,total,eurostat
DE,2019-10-01,7260.0,total,eurostat
DK,2019-10-01,246.0,total,eurostat
EE,2019-10-01,36.0,total,eurostat
ES,2019-10-01,2960.0,total,eurostat
EU27_2020,2019-10-01,31867.592,total,eurostat
FI,2019-10-01,208.0,total,eurostat
FR,2019-10-01,2922.0,total,eurostat
GR,2019-10-01,410.0,total,eurostat
HR,2019-10-01,268.0,total,eurostat
HU,2019-10-01,809.0,total,eurostat
IE,2019-10-01,403.0,total,eurostat
IT,2019-10-01,5219.0,total,eurostat
LT,2019-10-01,195.0,total,eurostat
LU,2019-10-01,61.0,total,eurostat
LV,2019-10-01,114.0,total,eurostat
MT,2019-10-01,31.004,total,eurostat
NL,2019-10-01,3789.788,total,eurostat
PL,2019-10-01,1759.0,total,eurostat
PT,2019-10-01,542.0,total,eurostat
RO,2019-10-01,851.0,total,eurostat
SE,2019-10-01,66.0,total,eurostat
SI,2019-10-01,72.0,total,eurostat
SK,2019-10-01,384.0,total,eurostat
AT,2019-11-01,961.0,total,eurostat
BE,2019-11-01,2023.2,total,eurostat
BG,2019-11-01,259.0,total,eurostat
CY,2019-11-01,0.0,total,eurostat
CZ,2019-11-01,910.0,total,eurostat
DE,2019-11-01,9827.0,total,eurostat
DK,2019-11-01,299.0,total,eurostat
EE,2019-11-01,44.0,total,eurostat
ES,2019-11-01,3101.0,total,eurostat
EU27_2020,2019-11-01,40803.192,total,eurostat
