,country,date,demand,type,source
0,FR,01/01/2015,386815683.0,industry,grtgaz
1,FR,02/01/2015,404786528.0,industry,grtgaz
2,FR,03/01/2015,385013841.0,industry,grtgaz
3,FR,04/01/2015,387667785.0,industry,grtgaz
4,FR,05/01/2015,449780236.0,industry,grtgaz
5,FR,06/01/2015,461278271.0,industry,grtgaz
6,FR,07/01/2015,445417392.0,industry,grtgaz
7,FR,08/01/2015,426048122.0,industry,grtgaz
8,FR,09/01/2015,399195963.0,industry,grtgaz
9,FR,10/01/2015,370881717.0,industry,grtgaz
10,FR,11/01/2015,397390325.0,industry,grtgaz
11,FR,12/01/2015,424011119.0,industry,grtgaz
12,FR,13/01/2015,425206672.0,industry,grtgaz
13,FR,14/01/2015,426986462.0,industry,grtgaz
14,FR,15/01/2015,421750509.0,industry,grtgaz
15,FR,16/01/2015,416216587.0,industry,grtgaz
16,FR,17/01/2015,403139768.0,industry,grtgaz
17,FR,18/01/2015,408552464.0,industry,grtgaz
18,FR,19/01/2015,460642426.0,industry,grtgaz
19,FR,20/01/2015,477308137.0,industry,grtgaz
20,FR,21/01/2015,475541430.0,industry,grtgaz
21,FR,22/01/2015,482564288.0,industry,grtgaz
22,FR,23/01/2015,472487178.0,industry,grtgaz
23,FR,24/01/2015,438561407.0,industry,grtgaz
24,FR,25/01/2015,434660802.0,industry,grtgaz
25,FR,26/01/2015,457169292.0,industry,grtgaz
26,FR,27/01/2015,459272151.0,industry,grtgaz
27,FR,28/01/2015,459691953.0,industry,grtgaz
28,FR,29/01/2015,460546384.0,industry,grtgaz
29,FR,30/01/2015,447390292.0,industry,grtgaz
30,FR,31/01/2015,416922377.0,industry,grtgaz
31,FR,01/02/2015,422431592.0,industry,grtgaz
32,FR,02/02/2015,472946001.0,industry,grtgaz
33,FR,03/02/2015,484823747.0,industry,grtgaz
34,FR,04/02/2015,494476339.0,industry,grtgaz
35,FR,05/02/2015,508744601.0,industry,grtgaz
36,FR,06/02/2015,508372178.0,industry,grtgaz
37,FR,07/02/2015,462847641.0,industry,grtgaz
38,FR,08/02/2015,452326543.0,industry,grtgaz
39,FR,09/02/2015,487353177.0,industry,grtgaz
40,FR,10/02/2015,484965805.0,industry,grtgaz
41,FR,11/02/2015,479487309.0,industry,grtgaz
42,FR,12/02/2015,465174212.0,industry,grtgaz
43,FR,13/02/2015,430392819.0,industry,grtgaz
44,FR,14/02/2015,404053317.0,industry,grtgaz
45,FR,15/02/2015,409901918.0,industry,grtgaz
46,FR,16/02/2015,442450126.0,industry,grtgaz
47,FR,17/02/2015,455065768.0,industry,grtgaz
48,FR,18/02/2015,461699370.0,industry,grtgaz
49,FR,19/02/2015,454685666.0,industry,grtgaz
50,FR,20/02/2015,436579634.0,industry,grtgaz
51,FR,21/02/2015,418347629.0,industry,grtgaz
52,FR,22/02/2015,420233981.0,industry,grtgaz
53,FR,23/02/2015,442629679.0,industry,grtgaz
54,FR,24/02/2015,453359227.0,industry,grtgaz
55,FR,25/02/2015,450014298.0,industry,grtgaz
56,FR,26/02/2015,441224060.0,industry,grtgaz
57,FR,27/02/2015,444405497.0,industry,grtgaz
58,FR,28/02/2015,409360291.0,industry,grtgaz
59,FR,01/03/2015,391001242.0,industry,grtgaz
60,FR,02/03/2015,428974982.0,industry,grtgaz
61,FR,03/03/2015,447285305.0,industry,grtgaz
62,FR,04/03/2015,457487815.0,industry,grtgaz
63,FR,05/03/2015,461528603.0,industry,grtgaz
64,FR,06/03/2015,440149848.0,industry,grtgaz
65,FR,07/03/2015,403771829.0,industry,grtgaz
66,FR,08/03/2015,393152211.0,industry,grtgaz
67,FR,09/03/2015,420265179.0,industry,grtgaz
68,FR,10/03/2015,422908744.0,industry,grtgaz
69,FR,11/03/2015,429867661.0,industry,grtgaz
70,FR,12/03/2015,427487636.0,industry,grtgaz
71,FR,13/03/2015,417621904.0,industry,grtgaz
72,FR,14/03/2015,392789145.0,industry,grtgaz
73,FR,15/03/2015,398476416.0,industry,grtgaz
74,FR,16/03/2015,434860152.0,industry,grtgaz
75,FR,17/03/2015,420407238.0,industry,grtgaz
76,FR,18/03/2015,421513467.0,industry,grtgaz
77,FR,19/03/2015,433947941.0,industry,grtgaz
78,FR,20/03/2015,425911638.0,industry,grtgaz
79,FR,21/03/2015,400519007.0,industry,grtgaz
80,FR,22/03/2015,398409057.0,industry,grtgaz
81,FR,23/03/2015,424483432.0,industry,grtgaz
82,FR,24/03/2015,432466356.0,industry,grtgaz
83,FR,25/03/2015,444068146.0,industry,grtgaz
84,FR,26/03/2015,440666577.0,industry,grtgaz
85,FR,27/03/2015,415742640.0,industry,grtgaz
86,FR,28/03/2015,360999587.0,industry,grtgaz
87,FR,29/03/2015,372064875.0,industry,grtgaz
88,FR,30/03/2015,397014820.0,industry,grtgaz
89,FR,31/03/2015,395565300.0,industry,grtgaz
90,FR,01/04/2015,389997591.0,industry,grtgaz
91,FR,02/04/2015,392236328.0,industry,grtgaz
92,FR,03/04/2015,380123947.0,industry,grtgaz
93,FR,04/04/2015,356873740.0,industry,grtgaz
94,FR,05/04/2015,360238304.0,industry,grtgaz
95,FR,06/04/2015,362215693.0,industry,grtgaz
96,FR,07/04/2015,386207362.0,industry,grtgaz
97,FR,08/04/2015,383104069.0,industry,grtgaz
98,FR,09/04/2015,375531268.0,industry,grtgaz
99,FR,10/04/2015,357386422.0,industry,grtgaz
100,FR,11/04/2015,345692375.0,industry,grtgaz
101,FR,12/04/2015,341549030.0,industry,grtgaz
102,FR,13/04/2015,363671451.0,industry,grtgaz
103,FR,14/04/2015,357076347.0,industry,grtgaz
104,FR,15/04/2015,356280377.0,industry,grtgaz
105,FR,16/04/2015,352244386.0,industry,grtgaz
106,FR,17/04/2015,357153574.0,industry,grtgaz
107,FR,18/04/2015,336805049.0,industry,grtgaz
108,FR,19/04/2015,335016269.0,industry,grtgaz
109,FR,20/04/2015,356799726.0,industry,grtgaz
110,FR,21/04/2015,357759222.0,industry,grtgaz
111,FR,22/04/2015,357062939.0,industry,grtgaz
112,FR,23/04/2015,353445822.0,industry,grtgaz
113,FR,24/04/2015,346886221.0,industry,grtgaz
114,FR,25/04/2015,330618736.0,industry,grtgaz
115,FR,26/04/2015,329911087.0,industry,grtgaz
116,FR,27/04/2015,367409940.0,industry,grtgaz
117,FR,28/04/2015,375048982.0,industry,grtgaz
118,FR,29/04/2015,370559920.0,industry,grtgaz
119,FR,30/04/2015,362507388.0,industry,grtgaz
120,FR,01/05/2015,331123284.0,industry,grtgaz
121,FR,02/05/2015,327489610.0,industry,grtgaz
122,FR,03/05/2015,326294541.0,industry,grtgaz
123,FR,04/05/2015,342578981.0,industry,grtgaz
124,FR,05/05/2015,346093678.0,industry,grtgaz
125,FR,06/05/2015,348835857.0,industry,grtgaz
126,FR,07/05/2015,344352496.0,industry,grtgaz
127,FR,08/05/2015,321364782.0,industry,grtgaz
128,FR,09/05/2015,316161154.0,industry,grtgaz
129,FR,10/05/2015,312582811.0,industry,grtgaz
130,FR,11/05/2015,332407739.0,industry,grtgaz
131,FR,12/05/2015,338609386.0,industry,grtgaz
132,FR,13/05/2015,330814620.0,industry,grtgaz
133,FR,14/05/2015,314846296.0,industry,grtgaz
134,FR,15/05/2015,328583105.0,industry,grtgaz
135,FR,16/05/2015,315069883.0,industry,grtgaz
136,FR,17/05/2015,312505636.0,industry,grtgaz
137,FR,18/05/2015,329520984.0,industry,grtgaz
138,FR,19/05/2015,340788211.0,industry,grtgaz
139,FR,20/05/2015,339598620.0,industry,grtgaz
140,FR,21/05/2015,331287179.0,industry,grtgaz
141,FR,22/05/2015,325482892.0,industry,grtgaz
142,FR,23/05/2015,303855238.0,industry,grtgaz
143,FR,24/05/2015,295673565.0,industry,grtgaz
144,FR,25/05/2015,304604418.0,industry,grtgaz
145,FR,26/05/2015,330471533.0,industry,grtgaz
146,FR,27/05/2015,336231644.0,industry,grtgaz
147,FR,28/05/2015,332395250.0,industry,grtgaz
148,FR,29/05/2015,333004797.0,industry,grtgaz
149,FR,30/05/2015,309761896.0,industry,grtgaz
150,FR,31/05/2015,304216233.0,industry,grtgaz
151,FR,01/06/2015,325634658.0,industry,grtgaz
152,FR,02/06/2015,322021506.0,industry,grtgaz
153,FR,03/06/2015,319207717.0,industry,grtgaz
154,FR,04/06/2015,312850826.0,industry,grtgaz
155,FR,05/06/2015,318765774.0,industry,grtgaz
156,FR,06/06/2015,289731668.0,industry,grtgaz
157,FR,07/06/2015,284603600.0,industry,grtgaz
158,FR,08/06/2015,308821294.0,industry,grtgaz
159,FR,09/06/2015,316706370.0,industry,grtgaz
160,FR,10/06/2015,314975410.0,industry,grtgaz
161,FR,11/06/2015,311215144.0,industry,grtgaz
162,FR,12/06/2015,312234217.0,industry,grtgaz
163,FR,13/06/2015,290272315.0,industry,grtgaz
164,FR,14/06/2015,289040936.0,industry,grtgaz
165,FR,15/06/2015,310009880.0,industry,grtgaz
166,FR,16/06/2015,318393016.0,industry,grtgaz
167,FR,17/06/2015,317351667.0,industry,grtgaz
168,FR,18/06/2015,321175672.0,industry,grtgaz
169,FR,19/06/2015,311462741.0,industry,grtgaz
170,FR,20/06/2015,294637391.0,industry,grtgaz
171,FR,21/06/2015,291459147.0,industry,grtgaz
172,FR,22/06/2015,315662970.0,industry,grtgaz
173,FR,23/06/2015,317725766.0,industry,grtgaz
174,FR,24/06/2015,316253942.0,industry,grtgaz
175,FR,25/06/2015,309530115.0,industry,grtgaz
176,FR,26/06/2015,307833619.0,industry,grtgaz
177,FR,27/06/2015,288512624.0,industry,grtgaz
178,FR,28/06/2015,278514097.0,industry,grtgaz
179,FR,29/06/2015,297548180.0,industry,grtgaz
180,FR,30/06/2015,296780763.0,industry,grtgaz
181,FR,01/07/2015,294194460.0,industry,grtgaz
182,FR,02/07/2015,304205037.0,industry,grtgaz
183,FR,03/07/2015,291545954.0,industry,grtgaz
184,FR,04/07/2015,279922432.0,industry,grtgaz
185,FR,05/07/2015,276476326.0,industry,grtgaz
186,FR,06/07/2015,299301321.0,industry,grtgaz
187,FR,07/07/2015,304148955.0,industry,grtgaz
188,FR,08/07/2015,312720605.0,industry,grtgaz
189,FR,09/07/2015,318345202.0,industry,grtgaz
190,FR,10/07/2015,302097511.0,industry,grtgaz
191,FR,11/07/2015,282449068.0,industry,grtgaz
192,FR,12/07/2015,275964690.0,industry,grtgaz
193,FR,13/07/2015,288978672.0,industry,grtgaz
194,FR,14/07/2015,293099195.0,industry,grtgaz
195,FR,15/07/2015,309736458.0,industry,grtgaz
196,FR,16/07/2015,308320828.0,industry,grtgaz
197,FR,17/07/2015,303561278.0,industry,grtgaz
198,FR,18/07/2015,283798868.0,industry,grtgaz
199,FR,19/07/2015,278614019.0,industry,grtgaz
200,FR,20/07/2015,300089732.0,industry,grtgaz
201,FR,21/07/2015,297957508.0,industry,grtgaz
202,FR,22/07/2015,308595140.0,industry,grtgaz
203,FR,23/07/2015,308230547.0,industry,grtgaz
204,FR,24/07/2015,293916203.0,industry,grtgaz
205,FR,25/07/2015,279864272.0,industry,grtgaz
206,FR,26/07/2015,276963623.0,industry,grtgaz
207,FR,27/07/2015,292040928.0,industry,grtgaz
208,FR,28/07/2015,302236980.0,industry,grtgaz
209,FR,29/07/2015,301266882.0,industry,grtgaz
210,FR,30/07/2015,301276958.0,industry,grtgaz
211,FR,31/07/2015,287755191.0,industry,grtgaz
212,FR,01/08/2015,263553170.0,industry,grtgaz
213,FR,02/08/2015,251063332.0,industry,grtgaz
214,FR,03/08/2015,257670670.0,industry,grtgaz
215,FR,04/08/2015,262389101.0,industry,grtgaz
216,FR,05/08/2015,257704172.0,industry,grtgaz
217,FR,06/08/2015,251791034.0,industry,grtgaz
218,FR,07/08/2015,252375506.0,industry,grtgaz
219,FR,08/08/2015,240673164.0,industry,grtgaz
220,FR,09/08/2015,244480197.0,industry,grtgaz
221,FR,10/08/2015,258658950.0,industry,grtgaz
222,FR,11/08/2015,248414156.0,industry,grtgaz
223,FR,12/08/2015,241993781.0,industry,grtgaz
224,FR,13/08/2015,243953284.0,industry,grtgaz
225,FR,14/08/2015,247641784.0,industry,grtgaz
226,FR,15/08/2015,243311159.0,industry,grtgaz
227,FR,16/08/2015,239320690.0,industry,grtgaz
228,FR,17/08/2015,248824099.0,industry,grtgaz
229,FR,18/08/2015,257303569.0,industry,grtgaz
230,FR,19/08/2015,262004439.0,industry,grtgaz
231,FR,20/08/2015,259136141.0,industry,grtgaz
232,FR,21/08/2015,258729394.0,industry,grtgaz
233,FR,22/08/2015,246608246.0,industry,grtgaz
234,FR,23/08/2015,249502675.0,industry,grtgaz
235,FR,24/08/2015,281974655.0,industry,grtgaz
236,FR,25/08/2015,296818849.0,industry,grtgaz
237,FR,26/08/2015,301780404.0,industry,grtgaz
238,FR,27/08/2015,300537346.0,industry,grtgaz
239,FR,28/08/2015,290461735.0,industry,grtgaz
240,FR,29/08/2015,269970684.0,industry,grtgaz
241,FR,30/08/2015,264720231.0,industry,grtgaz
242,FR,31/08/2015,285804926.0,industry,grtgaz
243,FR,01/09/2015,296505947.0,industry,grtgaz
244,FR,02/09/2015,300086038.0,industry,grtgaz
245,FR,03/09/2015,305491692.0,industry,grtgaz
246,FR,04/09/2015,302274738.0,industry,grtgaz
247,FR,05/09/2015,272955095.0,industry,grtgaz
248,FR,06/09/2015,273453114.0,industry,grtgaz
249,FR,07/09/2015,302991761.0,industry,grtgaz
250,FR,08/09/2015,310612320.0,industry,grtgaz
251,FR,09/09/2015,307924186.0,industry,grtgaz
252,FR,10/09/2015,309183642.0,industry,grtgaz
253,FR,11/09/2015,305848685.0,industry,grtgaz
254,FR,12/09/2015,291131651.0,industry,grtgaz
255,FR,13/09/2015,289297836.0,industry,grtgaz
256,FR,14/09/2015,317618116.0,industry,grtgaz
257,FR,15/09/2015,321374455.0,industry,grtgaz
258,FR,16/09/2015,314833865.0,industry,grtgaz
259,FR,17/09/2015,318536669.0,industry,grtgaz
260,FR,18/09/2015,314256447.0,industry,grtgaz
261,FR,19/09/2015,290447796.0,industry,grtgaz
262,FR,20/09/2015,279433190.0,industry,grtgaz
263,FR,21/09/2015,316043243.0,industry,grtgaz
264,FR,22/09/2015,339714070.0,industry,grtgaz
265,FR,23/09/2015,343703491.0,industry,grtgaz
266,FR,24/09/2015,344870689.0,industry,grtgaz
267,FR,25/09/2015,349179597.0,industry,grtgaz
268,FR,26/09/2015,330037784.0,industry,grtgaz
269,FR,27/09/2015,325658881.0,industry,grtgaz
270,FR,28/09/2015,347005307.0,industry,grtgaz
271,FR,29/09/2015,363299212.0,industry,grtgaz
272,FR,30/09/2015,358101360.0,industry,grtgaz
273,FR,01/10/2015,370294243.0,industry,grtgaz
274,FR,02/10/2015,364687195.0,industry,grtgaz
275,FR,03/10/2015,349978434.0,industry,grtgaz
276,FR,04/10/2015,341749073.0,industry,grtgaz
277,FR,05/10/2015,355239192.0,industry,grtgaz
278,FR,06/10/2015,358954583.0,industry,grtgaz
279,FR,07/10/2015,369742842.0,industry,grtgaz
280,FR,08/10/2015,377577157.0,industry,grtgaz
281,FR,09/10/2015,376600289.0,industry,grtgaz
282,FR,10/10/2015,351767165.0,industry,grtgaz
283,FR,11/10/2015,350885796.0,industry,grtgaz
284,FR,12/10/2015,382237131.0,industry,grtgaz
285,FR,13/10/2015,400723087.0,industry,grtgaz
286,FR,14/10/2015,416088193.0,industry,grtgaz
287,FR,15/10/2015,423359021.0,industry,grtgaz
288,FR,16/10/2015,418379205.0,industry,grtgaz
289,FR,17/10/2015,385044615.0,industry,grtgaz
290,FR,18/10/2015,381136294.0,industry,grtgaz
291,FR,19/10/2015,408669936.0,industry,grtgaz
292,FR,20/10/2015,408483651.0,industry,grtgaz
293,FR,21/10/2015,410905132.0,industry,grtgaz
294,FR,22/10/2015,402767461.0,industry,grtgaz
295,FR,23/10/2015,391113777.0,industry,grtgaz
296,FR,24/10/2015,379868974.0,industry,grtgaz
297,FR,25/10/2015,366970588.0,industry,grtgaz
298,FR,26/10/2015,393283262.0,industry,grtgaz
299,FR,27/10/2015,386907090.0,industry,grtgaz
300,FR,28/10/2015,395130790.0,industry,grtgaz
301,FR,29/10/2015,400927064.0,industry,grtgaz
302,FR,30/10/2015,404232532.0,industry,grtgaz
303,FR,31/10/2015,379064640.0,industry,grtgaz
304,FR,01/11/2015,388020435.0,industry,grtgaz
305,FR,02/11/2015,427267323.0,industry,grtgaz
306,FR,03/11/2015,424804867.0,industry,grtgaz
307,FR,04/11/2015,423026054.0,industry,grtgaz
308,FR,05/11/2015,428317552.0,industry,grtgaz
309,FR,06/11/2015,412950757.0,industry,grtgaz
310,FR,07/11/2015,384945438.0,industry,grtgaz
311,FR,08/11/2015,379950965.0,industry,grtgaz
312,FR,09/11/2015,406583280.0,industry,grtgaz
313,FR,10/11/2015,415947051.0,industry,grtgaz
314,FR,11/11/2015,407366890.0,industry,grtgaz
315,FR,12/11/2015,425858740.0,industry,grtgaz
316,FR,13/11/2015,422544975.0,industry,grtgaz
317,FR,14/11/2015,401234272.0,industry,grtgaz
318,FR,15/11/2015,384672968.0,industry,grtgaz
319,FR,16/11/2015,407572742.0,industry,grtgaz
320,FR,17/11/2015,407582142.0,industry,grtgaz
321,FR,18/11/2015,407747878.0,industry,grtgaz
322,FR,19/11/2015,413156217.0,industry,grtgaz
323,FR,20/11/2015,424808402.0,industry,grtgaz
324,FR,21/11/2015,426911635.0,industry,grtgaz
325,FR,22/11/2015,434734873.0,industry,grtgaz
326,FR,23/11/2015,480453279.0,industry,grtgaz
327,FR,24/11/2015,488905140.0,industry,grtgaz
328,FR,25/11/2015,476266788.0,industry,grtgaz
329,FR,26/11/2015,486063513.0,industry,grtgaz
330,FR,27/11/2015,486732404.0,industry,grtgaz
331,FR,28/11/2015,459211081.0,industry,grtgaz
332,FR,29/11/2015,441109007.0,industry,grtgaz
333,FR,30/11/2015,467445609.0,industry,grtgaz
334,FR,01/12/2015,470481021.0,industry,grtgaz
335,FR,02/12/2015,479886218.0,industry,grtgaz
336,FR,03/12/2015,487682179.0,industry,grtgaz
337,FR,04/12/2015,477521769.0,industry,grtgaz
338,FR,05/12/2015,452209223.0,industry,grtgaz
339,FR,06/12/2015,431802981.0,industry,grtgaz
340,FR,07/12/2015,460238349.0,industry,grtgaz
341,FR,08/12/2015,471351074.0,industry,grtgaz
342,FR,09/12/2015,485184639.0,industry,grtgaz
343,FR,10/12/2015,490131713.0,industry,grtgaz
344,FR,11/12/2015,463628774.0,industry,grtgaz
345,FR,12/12/2015,430331812.0,industry,grtgaz
346,FR,13/12/2015,430009272.0,industry,grtgaz
347,FR,14/12/2015,455300658.0,industry,grtgaz
348,FR,15/12/2015,440983797.0,industry,grtgaz
349,FR,16/12/2015,428992986.0,industry,grtgaz
350,FR,17/12/2015,414030549.0,industry,grtgaz
351,FR,18/12/2015,413417557.0,industry,grtgaz
352,FR,19/12/2015,388624535.0,industry,grtgaz
353,FR,20/12/2015,387449355.0,industry,grtgaz
354,FR,21/12/2015,402543762.0,industry,grtgaz
355,FR,22/12/2015,394784850.0,industry,grtgaz
356,FR,23/12/2015,378864808.0,industry,grtgaz
357,FR,24/12/2015,343255580.0,industry,grtgaz
358,FR,25/12/2015,336483953.0,industry,grtgaz
359,FR,26/12/2015,350893706.0,industry,grtgaz
360,FR,27/12/2015,355794042.0,industry,grtgaz
361,FR,28/12/2015,368476748.0,industry,grtgaz
362,FR,29/12/2015,366294978.0,industry,grtgaz
363,FR,30/12/2015,360073875.0,industry,grtgaz
364,FR,31/12/2015,340247728.0,industry,grtgaz
365,FR,01/01/2016,332647747.0,industry,grtgaz
366,FR,02/01/2016,347274132.0,industry,grtgaz
367,FR,03/01/2016,365725053.0,industry,grtgaz
368,FR,04/01/2016,413987722.0,industry,grtgaz
369,FR,05/01/2016,423942341.0,industry,grtgaz
370,FR,06/01/2016,431039715.0,industry,grtgaz
371,FR,07/01/2016,441371666.0,industry,grtgaz
372,FR,08/01/2016,436986374.0,industry,grtgaz
373,FR,09/01/2016,401858289.0,industry,grtgaz
374,FR,10/01/2016,405885839.0,industry,grtgaz
375,FR,11/01/2016,439035067.0,industry,grtgaz
376,FR,12/01/2016,451461628.0,industry,grtgaz
377,FR,13/01/2016,454845535.0,industry,grtgaz
378,FR,14/01/2016,461323033.0,industry,grtgaz
379,FR,15/01/2016,466472643.0,industry,grtgaz
380,FR,16/01/2016,433752840.0,industry,grtgaz
381,FR,17/01/2016,443141924.0,industry,grtgaz
382,FR,18/01/2016,481941118.0,industry,grtgaz
383,FR,19/01/2016,483731260.0,industry,grtgaz
384,FR,20/01/2016,485245400.0,industry,grtgaz
385,FR,21/01/2016,488590777.0,industry,grtgaz
386,FR,22/01/2016,460161024.0,industry,grtgaz
387,FR,23/01/2016,413375875.0,industry,grtgaz
388,FR,24/01/2016,397457728.0,industry,grtgaz
389,FR,25/01/2016,418672802.0,industry,grtgaz
390,FR,26/01/2016,411873638.0,industry,grtgaz
391,FR,27/01/2016,413871870.0,industry,grtgaz
392,FR,28/01/2016,422429998.0,industry,grtgaz
393,FR,29/01/2016,417035622.0,industry,grtgaz
394,FR,30/01/2016,384939859.0,industry,grtgaz
395,FR,31/01/2016,372697836.0,industry,grtgaz
396,FR,01/02/2016,395873680.0,industry,grtgaz
397,FR,02/02/2016,405633272.0,industry,grtgaz
398,FR,03/02/2016,435891506.0,industry,grtgaz
399,FR,04/02/2016,438979058.0,industry,grtgaz
400,FR,05/02/2016,417585416.0,industry,grtgaz
401,FR,06/02/2016,384938142.0,industry,grtgaz
402,FR,07/02/2016,394843575.0,industry,grtgaz
403,FR,08/02/2016,424120786.0,industry,grtgaz
404,FR,09/02/2016,436263660.0,industry,grtgaz
405,FR,10/02/2016,448013094.0,industry,grtgaz
406,FR,11/02/2016,444235176.0,industry,grtgaz
407,FR,12/02/2016,437784339.0,industry,grtgaz
408,FR,13/02/2016,402169802.0,industry,grtgaz
409,FR,14/02/2016,405714371.0,industry,grtgaz
410,FR,15/02/2016,437478980.0,industry,grtgaz
411,FR,16/02/2016,448303059.0,industry,grtgaz
412,FR,17/02/2016,460043135.0,industry,grtgaz
413,FR,18/02/2016,452511604.0,industry,grtgaz
414,FR,19/02/2016,429612096.0,industry,grtgaz
415,FR,20/02/2016,378901681.0,industry,grtgaz
416,FR,21/02/2016,371424051.0,industry,grtgaz
417,FR,22/02/2016,401579264.0,industry,grtgaz
418,FR,23/02/2016,419212672.0,industry,grtgaz
419,FR,24/02/2016,424387319.0,industry,grtgaz
420,FR,25/02/2016,433928938.0,industry,grtgaz
421,FR,26/02/2016,427834608.0,industry,grtgaz
422,FR,27/02/2016,396466217.0,industry,grtgaz
423,FR,28/02/2016,398752782.0,industry,grtgaz
424,FR,29/02/2016,430088099.0,industry,grtgaz
425,FR,01/03/2016,428250302.0,industry,grtgaz
426,FR,02/03/2016,424037066.0,industry,grtgaz
427,FR,03/03/2016,431583129.0,industry,grtgaz
428,FR,04/03/2016,413911402.0,industry,grtgaz
429,FR,05/03/2016,389014604.0,industry,grtgaz
430,FR,06/03/2016,392565661.0,industry,grtgaz
431,FR,07/03/2016,442054189.0,industry,grtgaz
432,FR,08/03/2016,429549168.0,industry,grtgaz
433,FR,09/03/2016,414167267.0,industry,grtgaz
434,FR,10/03/2016,413919752.0,industry,grtgaz
435,FR,11/03/2016,405531127.0,industry,grtgaz
436,FR,12/03/2016,372737434.0,industry,grtgaz
437,FR,13/03/2016,373406283.0,industry,grtgaz
438,FR,14/03/2016,408486372.0,industry,grtgaz
439,FR,15/03/2016,407917060.0,industry,grtgaz
440,FR,16/03/2016,420759385.0,industry,grtgaz
441,FR,17/03/2016,409686573.0,industry,grtgaz
442,FR,18/03/2016,404791529.0,industry,grtgaz
443,FR,19/03/2016,374754677.0,industry,grtgaz
444,FR,20/03/2016,380542252.0,industry,grtgaz
445,FR,21/03/2016,409017044.0,industry,grtgaz
446,FR,22/03/2016,402741797.0,industry,grtgaz
447,FR,23/03/2016,406867805.0,industry,grtgaz
448,FR,24/03/2016,402135267.0,industry,grtgaz
449,FR,25/03/2016,395061500.0,industry,grtgaz
450,FR,26/03/2016,340589806.0,industry,grtgaz
451,FR,27/03/2016,349582362.0,industry,grtgaz
452,FR,28/03/2016,368913107.0,industry,grtgaz
453,FR,29/03/2016,391943828.0,industry,grtgaz
454,FR,30/03/2016,388403671.0,industry,grtgaz
455,FR,31/03/2016,376820451.0,industry,grtgaz
456,FR,01/04/2016,357355371.0,industry,grtgaz
457,FR,02/04/2016,321849680.0,industry,grtgaz
458,FR,03/04/2016,301372831.0,industry,grtgaz
459,FR,04/04/2016,321427293.0,industry,grtgaz
460,FR,05/04/2016,332862635.0,industry,grtgaz
461,FR,06/04/2016,343978735.0,industry,grtgaz
462,FR,07/04/2016,347916025.0,industry,grtgaz
463,FR,08/04/2016,355397447.0,industry,grtgaz
464,FR,09/04/2016,334479506.0,industry,grtgaz
465,FR,10/04/2016,324390041.0,industry,grtgaz
466,FR,11/04/2016,352996477.0,industry,grtgaz
467,FR,12/04/2016,346371044.0,industry,grtgaz
468,FR,13/04/2016,333710659.0,industry,grtgaz
469,FR,14/04/2016,328737809.0,industry,grtgaz
470,FR,15/04/2016,333167191.0,industry,grtgaz
471,FR,16/04/2016,316789486.0,industry,grtgaz
472,FR,17/04/2016,320960917.0,industry,grtgaz
473,FR,18/04/2016,343917444.0,industry,grtgaz
474,FR,19/04/2016,334042751.0,industry,grtgaz
475,FR,20/04/2016,318799456.0,industry,grtgaz
476,FR,21/04/2016,319158189.0,industry,grtgaz
477,FR,22/04/2016,318243245.0,industry,grtgaz
478,FR,23/04/2016,303572648.0,industry,grtgaz
479,FR,24/04/2016,306457605.0,industry,grtgaz
480,FR,25/04/2016,327593061.0,industry,grtgaz
481,FR,26/04/2016,334683994.0,industry,grtgaz
482,FR,27/04/2016,334865350.0,industry,grtgaz
483,FR,28/04/2016,327424638.0,industry,grtgaz
484,FR,29/04/2016,327468323.0,industry,grtgaz
485,FR,30/04/2016,303691676.0,industry,grtgaz
486,FR,01/05/2016,290995520.0,industry,grtgaz
487,FR,02/05/2016,314996332.0,industry,grtgaz
488,FR,03/05/2016,318687438.0,industry,grtgaz
489,FR,04/05/2016,307194056.0,industry,grtgaz
490,FR,05/05/2016,280984553.0,industry,grtgaz
491,FR,06/05/2016,274492659.0,industry,grtgaz
492,FR,07/05/2016,263590218.0,industry,grtgaz
493,FR,08/05/2016,262094810.0,industry,grtgaz
494,FR,09/05/2016,282918535.0,industry,grtgaz
495,FR,10/05/2016,299140798.0,industry,grtgaz
496,FR,11/05/2016,307431902.0,industry,grtgaz
497,FR,12/05/2016,309699447.0,industry,grtgaz
498,FR,13/05/2016,309444067.0,industry,grtgaz
499,FR,14/05/2016,293789536.0,industry,grtgaz
500,FR,15/05/2016,281803765.0,industry,grtgaz
501,FR,16/05/2016,286419644.0,industry,grtgaz
502,FR,17/05/2016,296458690.0,industry,grtgaz
503,FR,18/05/2016,299047835.0,industry,grtgaz
504,FR,19/05/2016,294663488.0,industry,grtgaz
505,FR,20/05/2016,295731335.0,industry,grtgaz
506,FR,21/05/2016,274470583.0,industry,grtgaz
507,FR,22/05/2016,280421496.0,industry,grtgaz
508,FR,23/05/2016,307401527.0,industry,grtgaz
509,FR,24/05/2016,307055045.0,industry,grtgaz
510,FR,25/05/2016,296470126.0,industry,grtgaz
511,FR,26/05/2016,290408480.0,industry,grtgaz
512,FR,27/05/2016,281557297.0,industry,grtgaz
513,FR,28/05/2016,267104941.0,industry,grtgaz
514,FR,29/05/2016,267950402.0,industry,grtgaz
515,FR,30/05/2016,292287917.0,industry,grtgaz
516,FR,31/05/2016,300324357.0,industry,grtgaz
517,FR,01/06/2016,301453392.0,industry,grtgaz
